ID_REF	VALUE
200605_s_at	12.54600958
200606_at	12.45216564
200607_s_at	10.88922876
200608_s_at	13.26482744
200609_s_at	11.23990044
200610_s_at	13.7313357
200611_s_at	11.07145159
200612_s_at	11.59729955
200613_at	11.59952051
200614_at	14.6107934
200615_s_at	10.97979838
200616_s_at	12.05616718
200617_at	13.09215491
200618_at	11.83468513
200619_at	13.21052546
200620_at	14.07557309
200621_at	12.9074937
200622_x_at	12.37881773
200623_s_at	14.1713074
200624_s_at	13.29513858
200625_s_at	13.34153427
200626_s_at	13.9810567
200627_at	14.83789726
200628_s_at	10.76323901
200629_at	11.89805026
200630_x_at	13.50055952
200631_s_at	13.92184617
200632_s_at	12.04903631
200633_at	15.03660902
200634_at	14.4726407
200635_s_at	13.15452102
200636_s_at	13.02420019
200637_s_at	8.308595411
200638_s_at	13.73050693
200639_s_at	14.10090199
200640_at	14.20758407
200641_s_at	11.70073026
200642_at	14.77047038
200643_at	12.32664653
200644_at	13.57027104
200645_at	14.30872529
200646_s_at	4.143438137
200647_x_at	12.05549118
200648_s_at	9.42097335
200649_at	9.246660144
200650_s_at	14.71105846
200651_at	15.1589168
200652_at	14.17875086
200653_s_at	13.88352187
200654_at	14.05471035
200655_s_at	14.06639814
200656_s_at	12.50294253
200657_at	15.0020422
200658_s_at	12.82819492
200659_s_at	11.13372684
200660_at	12.08534608
200661_at	9.950639557
200662_s_at	14.55197353
200663_at	13.96484826
200664_s_at	10.3370202
200665_s_at	2.08200069
200666_s_at	12.18289671
200667_at	13.71680345
200668_s_at	14.02852316
200669_s_at	13.22464491
200670_at	12.5529579
200671_s_at	2.014942594
200672_x_at	2.014942594
200673_at	14.27908443
200674_s_at	15.90653576
200675_at	12.80296186
200676_s_at	5.399649147
200677_at	12.69376683
200678_x_at	8.010135368
200679_x_at	14.33018829
200680_x_at	14.56496714
200681_at	14.15684186
200682_s_at	13.96991
200683_s_at	11.61118209
200684_s_at	11.42607696
200685_at	10.60535965
200686_s_at	12.68633969
200687_s_at	11.71308886
200688_at	8.015839746
200689_x_at	15.19502025
200690_at	11.48340524
200691_s_at	13.8452789
200692_s_at	13.81053249
200693_at	13.69729826
200694_s_at	12.70317807
200695_at	12.07224168
200696_s_at	2.123863669
200697_at	10.45103551
200698_at	14.03747986
200699_at	13.36104159
200700_s_at	12.68524198
200701_at	12.83988944
200702_s_at	11.56271381
200703_at	14.02671492
200704_at	13.91599704
200705_s_at	15.49120311
200706_s_at	10.86901922
200707_at	11.92651472
200708_at	13.93713047
200709_at	14.24501646
200710_at	12.50571661
200711_s_at	13.10663009
200712_s_at	10.93827592
200713_s_at	13.26884979
200714_x_at	11.94082416
200715_x_at	15.37058456
200716_x_at	15.58717807
200717_x_at	15.48369069
200718_s_at	14.22863799
200719_at	11.24950698
200720_s_at	9.53334954
200721_s_at	14.00563353
200722_s_at	9.158159711
200723_s_at	12.79070221
200724_at	10.74100647
200725_x_at	14.97588152
200726_at	14.13775956
200727_s_at	11.42516862
200728_at	12.81433193
200729_s_at	11.58712837
200730_s_at	11.16016985
200731_s_at	11.50492304
200732_s_at	13.67122189
200733_s_at	13.25181355
200734_s_at	10.42517423
200735_x_at	15.72973438
200736_s_at	12.98101342
200737_at	13.26155127
200738_s_at	14.08620168
200739_s_at	8.597258664
200740_s_at	11.95524009
200741_s_at	14.686685
200742_s_at	10.28474217
200743_s_at	11.55779603
200744_s_at	12.07685051
200745_s_at	12.39207917
200746_s_at	13.09767595
200747_s_at	11.42773431
200748_s_at	15.60461313
200749_at	13.44353989
200750_s_at	14.42594674
200751_s_at	13.66354053
200752_s_at	8.373766015
200753_x_at	12.44647257
200754_x_at	14.51033284
200755_s_at	12.39339667
200756_x_at	9.887084929
200757_s_at	12.95245924
200758_s_at	11.50995666
200759_x_at	13.87871123
200760_s_at	13.74380271
200761_s_at	14.16235188
200762_at	12.57241419
200763_s_at	15.00619337
200764_s_at	12.60979584
200765_x_at	13.39610598
200766_at	8.473769733
200767_s_at	9.084449017
200768_s_at	14.04545591
200769_s_at	7.796460605
200770_s_at	10.45512167
200771_at	12.18153786
200772_x_at	14.95760564
200773_x_at	14.34370736
200774_at	13.58377925
200775_s_at	15.22475401
200776_s_at	11.36493195
200777_s_at	13.79120985
200778_s_at	12.01245329
200779_at	15.30902226
200780_x_at	14.83773819
200781_s_at	15.79815085
200782_at	11.8325072
200783_s_at	12.17625424
200784_s_at	2.014942594
200785_s_at	3.25313774
200786_at	14.36171406
200787_s_at	10.74799836
200788_s_at	11.39531583
200789_at	13.82065235
200790_at	13.88682389
200791_s_at	12.81733549
200792_at	14.26199111
200793_s_at	10.53486026
200794_x_at	13.01606945
200795_at	2.014942594
200796_s_at	2.014942594
200797_s_at	12.86871115
200798_x_at	12.12959214
200799_at	3.668910941
200800_s_at	9.288928154
200801_x_at	15.68707529
200802_at	13.61062159
200803_s_at	13.82314677
200804_at	14.38716948
200805_at	13.1953461
200806_s_at	14.39860544
200807_s_at	14.748298
200808_s_at	8.335635697
200809_x_at	15.10047083
200810_s_at	14.76977345
200811_at	14.71954943
200812_at	12.93817632
200813_s_at	13.0045657
200814_at	13.47339407
200815_s_at	11.50121922
200816_s_at	12.20402245
200817_x_at	15.17373731
200818_at	14.16437226
200819_s_at	15.40516325
200820_at	13.86740241
200821_at	12.1391852
200822_x_at	13.62947489
200823_x_at	15.5425765
200824_at	2.014942594
200825_s_at	12.78353414
200826_at	13.66018311
200827_at	10.93689204
200828_s_at	13.16873241
200829_x_at	13.00253517
200830_at	13.40620769
200831_s_at	14.09068825
200832_s_at	14.47283713
200833_s_at	12.88832813
200834_s_at	14.73843529
200835_s_at	12.76871091
200836_s_at	12.18743425
200837_at	13.09091028
200838_at	12.05366442
200839_s_at	13.53517367
200840_at	13.90013004
200841_s_at	11.24596485
200842_s_at	13.63618779
200843_s_at	13.72874077
200844_s_at	14.55868777
200845_s_at	13.84515271
200846_s_at	12.74669203
200847_s_at	14.29359429
200848_at	11.47225018
200849_s_at	12.13331873
200850_s_at	13.69889121
200851_s_at	12.0198408
200852_x_at	9.534754163
200853_at	14.62375706
200854_at	12.46406179
200855_at	10.29912607
200856_x_at	9.412619106
200857_s_at	10.20136079
200858_s_at	15.48705634
200859_x_at	9.066705748
200860_s_at	13.42164193
200861_at	12.01053505
200862_at	14.58538004
200863_s_at	14.0216061
200864_s_at	11.96144271
200865_at	2.014942594
200866_s_at	12.4510061
200867_at	12.38363143
200868_s_at	11.34603199
200869_at	15.06971412
200870_at	13.78492026
200871_s_at	14.02962907
200872_at	2.014942594
200873_s_at	14.30065278
200874_s_at	10.78944869
200875_s_at	13.6889836
200876_s_at	14.11572264
200877_at	13.85978906
200878_at	5.478443644
200879_s_at	2.014942594
200880_at	12.51110011
200881_s_at	13.53592265
200882_s_at	14.33556046
200883_at	13.74242845
200884_at	13.35830176
200885_at	11.54893948
200886_s_at	14.12714368
200887_s_at	10.81825353
200888_s_at	15.51617805
200889_s_at	12.83872942
200890_s_at	12.3973696
200891_s_at	14.43384383
200892_s_at	12.4185137
200893_at	13.70968746
200894_s_at	12.42916182
200895_s_at	14.15859218
200896_x_at	13.70282185
200897_s_at	11.81687526
200898_s_at	11.62286632
200899_s_at	13.34438064
200900_s_at	8.669698964
200901_s_at	11.98589612
200902_at	13.56144719
200903_s_at	13.58568097
200904_at	5.966913158
200905_x_at	9.256156716
200906_s_at	9.542761655
200907_s_at	11.62993967
200908_s_at	15.60997494
200909_s_at	15.44224518
200910_at	14.77385584
200911_s_at	11.4871783
200912_s_at	14.01048905
200913_at	11.59822838
200914_x_at	9.456050832
200915_x_at	12.52199526
200916_at	11.12367284
200917_s_at	7.378221725
200918_s_at	13.54297064
200919_at	10.0642517
200920_s_at	10.43784443
200921_s_at	13.34368807
200922_at	10.46052658
200923_at	3.543939518
200924_s_at	11.55616905
200925_at	13.72571306
200926_at	15.46441355
200927_s_at	12.01255835
200928_s_at	3.81780537
200929_at	13.10308526
200930_s_at	2.014942594
200931_s_at	12.55943077
200932_s_at	12.14243534
200933_x_at	15.42932784
200934_at	13.98658721
200935_at	11.05144242
200936_at	14.96491966
200937_s_at	15.17138195
200938_s_at	2.014942594
200939_s_at	2.014942594
200940_s_at	11.24243585
200941_at	13.05446775
200942_s_at	13.05667042
200943_at	13.81609058
200944_s_at	14.7164776
200945_s_at	12.59949673
200946_x_at	10.63674074
200947_s_at	12.19009214
200948_at	11.87051877
200949_x_at	15.46617827
200950_at	13.2867971
200951_s_at	2.014942594
200952_s_at	2.014942594
200953_s_at	2.014942594
200954_at	9.810188162
200955_at	12.41313201
200956_s_at	12.92073527
200957_s_at	12.55769787
200958_s_at	13.65607971
200959_at	13.55870629
200960_x_at	11.95115992
200961_at	14.20755411
200962_at	9.969681452
200963_x_at	15.52243742
200964_at	13.69240546
200965_s_at	13.70689748
200966_x_at	14.70550071
200967_at	14.84229
200968_s_at	14.33234725
200969_at	13.31738697
200970_s_at	12.44908233
200971_s_at	13.30967505
200972_at	13.61335886
200973_s_at	12.14810964
200974_at	4.430969422
200975_at	12.38804359
200976_s_at	12.4261912
200977_s_at	12.66648009
200978_at	12.472511
200979_at	8.75814477
200980_s_at	13.00191419
200981_x_at	14.91826495
200982_s_at	11.12347019
200983_x_at	10.97810741
200984_s_at	11.36544815
200985_s_at	13.1074321
200986_at	2.014942594
200987_x_at	11.98897138
200988_s_at	9.644072721
200989_at	13.38984741
200990_at	12.53343118
200991_s_at	10.5142616
200992_at	12.74926633
200993_at	12.52035786
200994_at	11.96880497
200995_at	12.19060275
200996_at	13.71173948
200997_at	11.59586045
200998_s_at	9.448517425
200999_s_at	13.42321871
201000_at	13.99612933
201001_s_at	12.85532261
201002_s_at	13.39843884
201003_x_at	10.78074151
201004_at	14.3654736
201005_at	14.50236632
201006_at	4.344864003
201007_at	12.67233416
201008_s_at	12.66417311
201009_s_at	12.69072725
201010_s_at	13.5720288
201011_at	12.41876302
201012_at	2.404747199
201013_s_at	13.82934699
201014_s_at	13.69988275
201015_s_at	11.72111631
201016_at	12.66737822
201017_at	10.17543224
201018_at	11.47915066
201019_s_at	11.93406702
201020_at	9.970339371
201021_s_at	13.75980218
201022_s_at	14.37655592
201023_at	12.61166393
201024_x_at	11.74864913
201025_at	10.33527542
201026_at	8.514143498
201027_s_at	11.57967145
201028_s_at	12.81756856
201029_s_at	13.81999557
201030_x_at	14.98422623
201031_s_at	14.51186661
201032_at	14.23598291
201033_x_at	15.23618002
201034_at	12.11820398
201035_s_at	11.30970857
201036_s_at	13.18894972
201037_at	11.03713876
201038_s_at	12.76094813
201039_s_at	11.49646824
201040_at	7.213160924
201041_s_at	9.169408286
201042_at	2.014942594
201043_s_at	12.63958745
201044_x_at	2.08598342
201045_s_at	2.014942594
201046_s_at	10.94456921
201047_x_at	13.76002889
201048_x_at	5.123896799
201049_s_at	15.46298787
201050_at	7.819701451
201051_at	13.77653809
201052_s_at	11.01905715
201053_s_at	12.57790806
201054_at	14.2888118
201055_s_at	11.71807663
201056_at	6.810605308
201057_s_at	11.73778636
201058_s_at	2.014942594
201059_at	12.30991112
201060_x_at	2.0172786
201061_s_at	2.014942594
201062_at	2.014942594
201063_at	13.88847813
201064_s_at	12.29152828
201065_s_at	13.49201279
201066_at	12.35614329
201067_at	7.644819399
201068_s_at	13.65654845
201069_at	2.014942594
201070_x_at	11.35706088
201071_x_at	13.3209115
201072_s_at	10.35998271
201073_s_at	7.489543314
201074_at	12.28507593
201075_s_at	10.63802407
201076_at	13.53702521
201077_s_at	13.98899362
201078_at	12.61254908
201079_at	13.23121841
201080_at	9.933851444
201081_s_at	7.172117248
201082_s_at	10.12022733
201083_s_at	10.94974198
201084_s_at	12.89037292
201085_s_at	12.41325452
201086_x_at	13.69166774
201087_at	10.54688039
201088_at	12.61730117
201089_at	12.47583216
201090_x_at	14.99524408
201091_s_at	14.09790042
201092_at	13.43479135
201093_x_at	12.87193838
201094_at	15.50301743
201095_at	10.55608996
201096_s_at	13.88636229
201097_s_at	13.20263158
201098_at	12.91711511
201099_at	12.69190449
201100_s_at	12.60705661
201101_s_at	11.78191385
201102_s_at	6.443251556
201103_x_at	12.86477749
201104_x_at	10.59406343
201105_at	2.357926778
201106_at	12.92150668
201107_s_at	2.014942594
201108_s_at	2.014942594
201109_s_at	2.014942594
201110_s_at	2.023907326
201111_at	13.20256292
201112_s_at	13.91959509
201113_at	13.04156058
201114_x_at	14.15681044
201115_at	13.23322898
201116_s_at	11.36506553
201117_s_at	11.85331261
201118_at	12.21746186
201119_s_at	14.85749956
201120_s_at	8.797787662
201121_s_at	13.50065962
201122_x_at	10.9489784
201123_s_at	10.56219261
201124_at	2.772394532
201125_s_at	11.09090328
201126_s_at	11.28673347
201127_s_at	12.34610455
201128_s_at	13.25190572
201129_at	10.65570859
201130_s_at	6.253721
201131_s_at	14.37476291
201132_at	13.05226491
201133_s_at	10.25649977
201134_x_at	15.17951273
201135_at	14.098511
201136_at	8.630443556
201137_s_at	2.014942594
201138_s_at	13.01342861
201139_s_at	14.32886376
201140_s_at	11.64797285
201141_at	10.1335769
201142_at	12.05106794
201143_s_at	11.86769031
201144_s_at	13.12623826
201145_at	13.66733611
201146_at	11.52564892
201147_s_at	2.014942594
201148_s_at	2.014942594
201149_s_at	2.014942594
201150_s_at	2.014942594
201151_s_at	7.261484345
201152_s_at	11.22383626
201153_s_at	12.38130542
201154_x_at	15.58104585
201155_s_at	11.7928632
201156_s_at	10.53985294
201157_s_at	10.74859583
201158_at	9.531420473
201159_s_at	4.087153404
201160_s_at	13.68535907
201161_s_at	12.44727057
201162_at	2.014942594
201163_s_at	2.335335201
201164_s_at	10.23463421
201165_s_at	12.41797614
201166_s_at	12.93161939
201167_x_at	7.121448404
201168_x_at	9.588317539
201169_s_at	2.014942594
201170_s_at	9.699220239
201171_at	13.63116639
201172_x_at	13.80910933
201173_x_at	12.93150891
201174_s_at	12.3527505
201175_at	13.68614303
201176_s_at	13.45188161
201177_s_at	11.62266998
201178_at	12.59894034
201179_s_at	9.869052704
201180_s_at	12.64998526
201181_at	9.389029509
201182_s_at	8.427111752
201183_s_at	10.53129753
201184_s_at	9.971526749
201185_at	3.888170958
201186_at	11.34705295
201187_s_at	2.014942594
201188_s_at	3.685244694
201189_s_at	6.852490873
201190_s_at	11.78404116
201191_at	11.85623449
201192_s_at	11.08530903
201193_at	13.89711591
201194_at	10.83261656
201195_s_at	10.92193403
201196_s_at	13.86001849
201197_at	13.63386465
201198_s_at	11.50449482
201199_s_at	13.24665373
201200_at	13.09131026
201201_at	13.48641354
201202_at	12.3390993
201203_s_at	5.624258364
201204_s_at	10.91661582
201205_at	9.958010606
201206_s_at	8.6333057
201207_at	11.32626509
201208_s_at	4.164009939
201209_at	13.53358074
201210_at	13.97840826
201211_s_at	10.35592797
201212_at	10.45478726
201213_at	5.265689591
201214_s_at	11.74297654
201215_at	12.33772674
201216_at	14.43983252
201217_x_at	15.65018207
201218_at	12.79886018
201219_at	11.45450689
201220_x_at	12.18750906
201221_s_at	10.04561891
201222_s_at	13.60844608
201223_s_at	13.81140539
201224_s_at	9.020073473
201225_s_at	12.44627892
201226_at	12.34295304
201227_s_at	13.48926239
201228_s_at	9.058385352
201229_s_at	10.56410789
201230_s_at	9.588419959
201231_s_at	13.3774497
201232_s_at	12.81496592
201233_at	12.35002847
201234_at	11.6844536
201235_s_at	2.014942594
201236_s_at	10.26159571
201237_at	13.57777653
201238_s_at	12.76674887
201239_s_at	12.78524708
201240_s_at	13.62583294
201241_at	13.43757109
201242_s_at	12.12056634
201243_s_at	14.65552336
201244_s_at	12.33760928
201245_s_at	10.1623809
201246_s_at	7.402850125
201247_at	11.73794782
201248_s_at	9.09126761
201249_at	2.084048861
201250_s_at	7.189784079
201251_at	14.01378015
201252_at	13.2251183
201253_s_at	11.68938997
201254_x_at	15.3276271
201255_x_at	12.9157725
201256_at	13.99254121
201257_x_at	15.83119495
201258_at	15.07016712
201259_s_at	11.91289771
201260_s_at	12.29819704
201261_x_at	2.014942594
201262_s_at	2.014942594
201263_at	14.64527532
201264_at	10.98583326
201265_at	2.014942594
201266_at	14.46392222
201267_s_at	12.49131663
201268_at	14.70782019
201269_s_at	2.014942594
201270_x_at	12.5553808
201271_s_at	11.97529108
201272_at	3.609961119
201273_s_at	13.95604225
201274_at	13.10290951
201275_at	14.6510069
201276_at	11.89588825
201277_s_at	12.14008365
201278_at	2.01652101
201279_s_at	2.014942594
201280_s_at	2.014942594
201281_at	10.17252217
201282_at	10.31666837
201283_s_at	2.014942594
201284_s_at	11.93320342
201285_at	13.06955461
201286_at	12.26485865
201287_s_at	10.35270401
201288_at	2.014942594
201289_at	9.591784348
201290_at	14.22025328
201291_s_at	12.73736452
201292_at	12.42316891
201293_x_at	15.36184297
201294_s_at	4.438551317
201295_s_at	2.014942594
201296_s_at	11.74814504
201297_s_at	8.322591472
201298_s_at	10.34352156
201299_s_at	7.701795093
201300_s_at	13.29009982
201301_s_at	10.31743683
201302_at	10.72564109
201303_at	12.98207701
201304_at	12.70372302
201305_x_at	14.84651178
201306_s_at	14.41560227
201307_at	13.11246572
201308_s_at	2.575598928
201309_x_at	7.714587434
201310_s_at	12.59824229
201311_s_at	10.10200659
201312_s_at	10.48957516
201313_at	8.87799774
201314_at	8.810807712
201315_x_at	10.26297516
201316_at	11.38564106
201317_s_at	14.3114307
201318_s_at	14.39506744
201319_at	10.89311013
201320_at	10.42411604
201321_s_at	8.856552029
201322_at	14.83501464
201323_at	13.09836648
201324_at	2.014942594
201325_s_at	2.014942594
201326_at	13.45047455
201327_s_at	13.89628647
201328_at	3.294527562
201329_s_at	2.014942594
201330_at	11.84876411
201331_s_at	2.014942594
201332_s_at	2.014942594
201333_s_at	5.671149937
201334_s_at	13.14164408
201335_s_at	3.242246242
201336_at	12.4551641
201337_s_at	8.917843852
201338_x_at	12.9678085
201339_s_at	13.43463977
201340_s_at	2.481559865
201341_at	10.76464328
201342_at	12.01829443
201343_at	12.39654586
201344_at	8.370538836
201345_s_at	12.43115396
201346_at	12.23920418
201347_x_at	12.82064751
201348_at	2.014942594
201349_at	12.19343233
201350_at	9.811171555
201351_s_at	12.13105947
201352_at	12.3233822
201353_s_at	6.527169983
201354_s_at	10.76057313
201355_s_at	4.490925121
201356_at	10.73521642
201357_s_at	9.413296302
201358_s_at	13.75031127
201359_at	13.64512102
201360_at	11.64611277
201361_at	10.52415537
201362_at	10.74343521
201363_s_at	9.44188133
201364_s_at	11.92461068
201365_at	13.62259153
201366_at	12.83017717
201367_s_at	2.014942594
201368_at	11.1287309
201369_s_at	2.047884237
201370_s_at	9.73435966
201371_s_at	12.49085717
201372_s_at	2.014942594
201373_at	6.675622507
201374_x_at	2.014942594
201375_s_at	12.30488817
201376_s_at	11.98306072
201377_at	11.7968512
201378_s_at	11.87621053
201379_s_at	11.67291541
201380_at	9.714181928
201381_x_at	13.31056355
201382_at	9.049322287
201383_s_at	7.868219734
201384_s_at	13.12710924
201385_at	12.8507829
201386_s_at	13.20176775
201387_s_at	2.014942594
201388_at	11.38738802
201389_at	10.88186662
201390_s_at	14.12558266
201391_at	12.49152382
201392_s_at	11.01876919
201393_s_at	12.61419991
201394_s_at	10.46394573
201395_at	11.55570857
201396_s_at	8.366955204
201397_at	13.64181322
201398_s_at	13.35683947
201399_s_at	12.5340579
201400_at	13.9296662
201401_s_at	3.136193432
201402_at	2.014942594
201403_s_at	13.10204676
201404_x_at	4.09942978
201405_s_at	13.56981795
201406_at	14.84539488
201407_s_at	13.91236786
201408_at	11.28697585
201409_s_at	13.33235651
201410_at	13.32608264
201411_s_at	11.78314554
201412_at	10.92691824
201413_at	13.93294543
201414_s_at	11.35869132
201415_at	13.21603629
201416_at	9.671093619
201417_at	12.94595897
201418_s_at	12.18919612
201419_at	10.11532797
201420_s_at	10.30953865
201421_s_at	11.54355128
201422_at	2.780085053
201423_s_at	11.54796406
201424_s_at	12.93539731
201425_at	12.00382271
201426_s_at	2.37519748
201427_s_at	12.75153474
201428_at	10.14333315
201429_s_at	15.89559998
201430_s_at	2.015150999
201431_s_at	2.014942594
201432_at	13.52986554
201433_s_at	13.64599293
201434_at	11.73078317
201435_s_at	12.7835516
201436_at	11.79569004
201437_s_at	13.80189921
201438_at	2.014942594
201439_at	9.377252931
201440_at	10.02548326
201441_at	14.45243165
201442_s_at	6.500261633
201443_s_at	12.98148925
201444_s_at	10.13338856
201445_at	2.014942594
201446_s_at	8.720162373
201447_at	8.845852934
201448_at	9.912388734
201449_at	8.780605555
201450_s_at	11.16301599
201451_x_at	10.70430902
201452_at	2.014942594
201453_x_at	13.55623955
201454_s_at	11.96679313
201455_s_at	12.88581992
201456_s_at	12.54926614
201457_x_at	12.74618624
201458_s_at	13.32523879
201459_at	12.74235632
201460_at	11.6522922
201461_s_at	2.02668698
201462_at	2.014942594
201463_s_at	14.01625868
201464_x_at	11.05335999
201465_s_at	9.694525165
201466_s_at	10.08582201
201467_s_at	12.46326391
201468_s_at	13.19208923
201469_s_at	8.691963608
201470_at	12.92093064
201471_s_at	11.61587783
201472_at	14.0009917
201473_at	9.165794571
201474_s_at	2.014942594
201475_x_at	13.23437459
201476_s_at	10.41047644
201477_s_at	13.44513925
201478_s_at	12.08868285
201479_at	12.6560386
201480_s_at	10.4671441
201481_s_at	9.94923527
201482_at	10.97060567
201483_s_at	12.15310777
201484_at	10.57190909
201485_s_at	13.58401632
201486_at	13.20355996
201487_at	3.688627362
201488_x_at	11.78283973
201489_at	13.62099762
201490_s_at	11.58300054
201491_at	12.92658208
201492_s_at	15.90575934
201493_s_at	13.04888987
201494_at	11.75609085
201495_x_at	2.097262633
201496_x_at	2.393603752
201497_x_at	2.014942594
201498_at	12.53470727
201499_s_at	12.35862405
201500_s_at	10.04598534
201501_s_at	13.62949564
201502_s_at	11.21100664
201503_at	14.02572572
201504_s_at	8.541009245
201505_at	5.456981396
201506_at	2.014942594
201507_at	11.57908165
201508_at	2.014942594
201509_at	12.49452402
201510_at	6.215709962
201511_at	9.293498163
201512_s_at	11.20792958
201513_at	11.14064124
201514_s_at	11.68960747
201515_s_at	12.97938484
201516_at	12.55431597
201517_at	13.8232747
201518_at	13.81979095
201519_at	13.29564805
201520_s_at	13.49113543
201521_s_at	11.31981062
201522_x_at	13.53785012
201523_x_at	11.4582201
201524_x_at	13.6989326
201525_at	10.61458995
201526_at	11.59954037
201527_at	12.21465069
201528_at	12.60460388
201529_s_at	10.81504183
201530_x_at	14.69129463
201531_at	4.191158559
201532_at	13.93520285
201533_at	13.64335519
201534_s_at	10.50358992
201535_at	10.51940286
201536_at	10.36817375
201537_s_at	12.33878001
201538_s_at	5.412368093
201539_s_at	2.014942594
201540_at	2.014942594
201541_s_at	12.80999954
201542_at	13.92281355
201543_s_at	13.10960657
201544_x_at	12.06307121
201545_s_at	9.525698956
201546_at	12.90096779
201547_at	2.014942594
201548_s_at	10.87844827
201549_x_at	10.74080035
201550_x_at	14.91327686
201551_s_at	2.141897693
201552_at	12.66434898
201553_s_at	14.82690826
201554_x_at	11.35120494
201555_at	10.82930214
201556_s_at	8.264817954
201557_at	10.34520689
201558_at	12.15613448
201559_s_at	8.211552052
201560_at	13.19952897
201561_s_at	13.16773281
201562_s_at	13.645151
201563_at	14.4298265
201564_s_at	5.922018367
201565_s_at	10.15776953
201566_x_at	9.564469952
201567_s_at	10.25856399
201568_at	13.85909883
201569_s_at	13.22580977
201570_at	12.48983062
201571_s_at	9.009841841
201572_x_at	10.11278209
201573_s_at	12.9331057
201574_at	12.91778534
201575_at	13.29210238
201576_s_at	11.17517668
201577_at	14.20270154
201578_at	12.75156373
201579_at	12.33421476
201580_s_at	10.58152845
201581_at	11.30891654
201582_at	11.24388846
201583_s_at	13.44021668
201584_s_at	12.1919217
201585_s_at	11.4849798
201586_s_at	14.07566642
201587_s_at	12.95825526
201588_at	14.02637399
201589_at	12.85400366
201590_x_at	4.009383906
201591_s_at	10.16812106
201592_at	14.83588994
201593_s_at	12.08957031
201594_s_at	10.87172911
201595_s_at	11.99435698
201596_x_at	14.39882893
201597_at	13.55951007
201598_s_at	6.99349039
201599_at	7.543712579
201600_at	13.53927513
201601_x_at	2.50549633
201602_s_at	10.54606826
201603_at	12.69996845
201604_s_at	12.5860335
201605_x_at	12.05321212
201606_s_at	10.82714359
201607_at	9.785237475
201608_s_at	12.3315697
201609_x_at	12.21647249
201610_at	6.385003535
201611_s_at	11.51516632
201612_at	12.33124165
201613_s_at	10.91453344
201614_s_at	12.30183124
201615_x_at	12.19052647
201616_s_at	12.07405196
