ABCA5	0.0227135962	-0.1422402747	-0.6854502883	-0.1430933688	0.6434197951	0.2811519336	-0.0764943924	-0.997584966	-2.1215920919	0.6229147102	-0.409308661	0.0643209709	-0.4437206759	0.2395265416	-0.8234769936	-1.7429051832	-1.3170951319	0.0309452981	0.2731758328	-1.72841766	0.0941219291	0.2091240157	-0.068568475	0.1817290888	0.4137505203	-2.3097077036	-2.8310620379	-0.1638112714	0.4585089367	0.3254283344	0.4561439857	0.3935556137	-1.3141437706	-0.1305311274	0.3180584213	0.2205872513	0.5219162243	-0.0993452652	0.1269274677	0.5264266642	0.1568479579	0.2524828931	0.4659588811	0.1058874235	0.640569048	-1.3425954292	-1.132125194	0.2863612045	0.6990561268	0.4423292563	-0.8982033801	0.3025276827	-0.6939398932
ABCA8	-1.3037081198	-0.2609091478	-0.5144382184	-0.769324003	-1.0576111652	0.4072512062	0.0309734793	-0.4466140626	0.3109333074	1.2149604285	-0.1471971654	-0.1470015056	0.0995925619	0.164296826	0.6119196281	-1.5241583853	-1.7120028908	-1.9719767182	-0.392653866	-1.2784587583	0.4250043941	0.4005554104	-0.0876090886	-0.0137965991	0.4489899758	0.2697965908	-0.4007277053	1.2271025141	0.2933093868	0.1293677011	0.7758226919	0.3589861743	-1.4113511263	-0.1152218018	0.4252106344	0.6047004635	-0.4457250906	0.0673595166	0.2185214598	0.0851374996	0.7188134001	0.0397938837	-0.3560554326	-0.0012011685	-3.0020663101	0.4405276888	0.1878018306	-0.7649750574	0.1918983778	0.2624509394	0.2087815477	-1.2745845934	-0.0616316627
ABCB5	0.4430885987	0.3831057152	-0.2027290055	-1.3551154095			0.5546693964	0.8956533893	0.8389645676	0.7600358131	0.7126131224	0.5038689053	0.6016143522	0.1434857665	0.8666635157	0.8968579112	1.0940367882	-0.8220605156	-0.0906862421	-1.0132924575	0.0194303647	0.9474833141	0.7078948642		0.3397733956		0.2011906959		0.4455036862	0.3824648584		-0.2334624894		-0.0310579556	1.0960186455	-3.3394245055	-1.4520660592	0.6753257949	0.3182604311	-2.9378168025	-0.1094874483	0.8137196394	-2.3549205876	0.9361408918		1.0146431224	0.9696491078		0.3315974987	-3.7757579089	-0.0235230545	0.4698416786	-0.282119339
ABCB5	-0.0518575656	0.1186395102	-0.8855064852	-0.2151615461	0.3109922267	0.0077032046	-0.3585044235	0.3029512359	0.5050150315	0.4375266144	-0.2958062525	-0.0121709602	0.3273269253	0.1728239497	-0.7283809859	0.4562597036	0.3304451803	0.1012942445	0.2753724853	-0.7837587528	0.5060929237	-0.4619947459	0.1950583149	0.6115569559	0.0214364171	0.3111539086	0.2516618355	-0.7025451252	0.3902278831	0.2339632513	0.3178177512	0.0399061772	-0.1514769362	-0.1452890073	0.4280213776	0.4165887224	0.1646243533	0.5080093145	-0.4643358578	0.1358600938	0.1914456601	-0.0789827268	0.2161245954	-0.6152625685	-1.4709927317	0.1598409783	0.1563091016	0.4172030551	0.2974975774	-0.1311834827	-0.074222403	0.1236147058	-0.1260835986
ABCB8	0.1218697128	0.0051697317	-0.2058500983	-0.1619080186	0.1479393676	0.1963583972	0.1012530396	-0.4318920333	0.1846841283	0.2135656008	0.1456040993	0.1088892271	0.0801908341	-0.7718234385	0.180372497	-0.5056647282	-0.0824090139	-0.1409090231	-0.0827138818	-0.2182821209	0.1598396072	0.0240673437	0.1752190364	-0.4012135047	0.1891319528	0.2350796477	-0.758088646	0.2074503118	-0.1490945156	0.1745052668	0.3008320492	0.081723348	0.2494872106	-0.4939664988	0.0763526714	-0.0371235547	0.1207308899	0.0362151281	-0.1040444921	0.0421991825	0.0978872087	0.3771646626	0.1810414713	-0.230932139	-1.0825690404	0.2183796039	0.196956819	0.1980805206	-0.0096277207	-0.0258743545	0.2421603304	0.0153628225	-0.4329349369
ABCC12	0.072423185	0.1885932755	0.0463700045	0.0843944794	-0.1570715163	0.1695052724	0.1241118522	0.1398508468	0.1296530564	0.1122297201	0.1406881287	0.0688399142	0.0883483528	0.0640004755	0.2809898256	0.4203486482	0.0282575701	-0.6051108465	0.1185014569	0.1359485999	0.1932630697	0.0594046248	-0.0459376101	0.022569934	0.2446402279	0.1886238217	0.2446133113	0.151466034	0.007457149	0.1280477729	-1.042901891	0.0830324358	-0.0541635091	-0.0304251618	0.187903087	-0.001402601	0.0799280714	-0.2349567973	-0.0808613046	0.0301919421	0.1113414916	0.1142998112	-0.044512749	0.0568500257	-0.3088708061	0.2251782342	0.089097526	0.2533225057	0.0281353487	0.0105959735	-1.3639272153	-0.2006254286	-0.0120668304
ABHD11	0.1279665741	0.1104305657	-0.3504721233	-0.921178516	-0.1875142211	0.4191503117	-0.0765091385	-2.2990049357	0.1438278938	0.5218967689	-0.0120023289	0.2019657879	0.4355507104	0.4131448553	-0.2170972249	-2.9573025618	0.3378619055	0.1101023489	0.0037523041	-0.0465595677	0.4929826769	-0.0666776808	0.1703716293	-0.5021737412	0.2199603805	0.3600544137	0.1902866544	0.3814707652	-1.0498144495	0.3313265521	0.4606280156	0.2466309651	0.2881895335	-1.1642711474	0.2408532609	-1.6653239608	0.4102278352	-0.181613143	-0.8827683031	0.2967685874	-0.1984388313	-0.7549590236	0.5651884491	0.1779367873	-0.0340050099	-0.4118210776	0.1146993499	0.4826463609	0.342183388	0.2517585346	-1.2327400804	0.1217334851	-1.2295497625
ABI1	0.6275538338	-0.3486130347	-0.697710847	-0.2370904382	-0.6553892248	0.7564238672	0.2793907154	-0.3206375075	-1.0052225762	-0.4611819716	0.6847479579	-0.4173338716	-0.5618898592	0.9306776919	0.5414468826	-0.5145613529	0.634850065	-0.6743287008	-0.1003512711	-0.5451163484	0.1616014014	0.6909110687	-0.8385065876	-1.1363662908	0.3018642168	-0.2981487347	-0.0461879547	-0.7513548914	-0.6537054872	0.1387571342	0.0060214555	-0.321838538	0.2347538545	-0.9604696342	-0.5023672143	0.2333127785	-0.3865247214	-0.131311629	-0.9761525534	-0.5786907594	-0.4351440468	0.6825165122	0.5049667527	0.8044169386	0.4736006284	-0.0167590452	-0.7270182503	-0.6326784943	0.0003997781	-0.3708467397	-0.434065772	0.3899482075	-0.3388574231
ABI3BP	-0.0510509259	0.1358130564	0.2095905722	0.23145268	0.2602025292	-0.7202492254	0.2572187295	0.2112616705	0.4790324754	0.0948450171	0.0731854537	0.079044412	0.1418833036	-0.3234690147	0.0769284224	0.1073026702	0.3760308833	-0.4645112562	-0.0142697168	-0.5644016348	0.105296993	0.3698473026	0.4899130043	0.1907806121	0.2572711397	0.3920056237	0.3585154684	-0.4155784109	0.0966130191	-0.022351184	0.3956623357	-0.0210664816	0.27413972	-0.1112657604	0.0430246596	0.797228637	0.2077135786	-0.2831913119	0.2967525635	0.1394089811	0.2470561733	-0.7061069743	0.1969642589	0.2465556409	-1.6241670453	0.2694109383	0.2990809602	-0.130926404	0.1583673205	0.4427329233	1.1328222185	-0.378582316	-0.3474352167
ABI3BP	-0.1563211511	-0.2785740483	-0.2094823929	0.3154307595	-0.0424664585	0.0549222328	-0.2098402668	-0.0814055619	0.6322429571	0.4109842898	-0.4992485844	-0.0587019272	-0.0170994002	-0.6066602921	0.2073053535	0.5049636968	-0.199021668	-0.5982248618	-0.0796424158	0.5641763569	-0.0149719377	0.3728976457	0.7675467118	-0.3550057612	0.1408718311	-0.0561071318	0.0093974658	-1.2755081844	-1.3499965174	0.2150165717	0.3096493533	-0.1614384732	0.448902023	-0.6347077604	0.0994328365	1.2035223264	-0.6183362547	-0.5632548137	0.039133595	0.1871735318	0.0541120201	-0.1512523584	0.1866360436	-0.0973946076	-0.1873079059	0.1508127243	-0.0486803684	0.1366955094	-0.1004672387	0.5456254681	1.1920634068	0.4611901047	-0.4023194961
ACACB	0.1195242801	-0.0391930363	-0.2976701117	-0.1857805846	-0.0037900898	0.2317094324	0.0262394771	-0.1532319003	0.0713588285	0.3335216349	0.0809551992	0.027061735	-0.2025005608	-0.2656800982	-0.1426710294	-0.0635785238	-0.0261348571	-0.3134246217	0.16084306	0.3408188065	-0.1477305336	-1.0623892263	0.0600458897	0.1005955878	-0.0843321077	0.3693555702	0.2263658255	0.1117413167	-0.0509246717	0.1251148829	-0.0295913518	0.0143113861	-0.0741904544	0.0900925906	0.03673358	0.1558453633	-0.0453134902	-0.0121400871	-0.0970600141	-0.498789488	-0.4829986599	-0.3204704398	0.1209081365	0.021885319	-0.0856513331	0.0224893399	-0.0694174525	0.1394774335	0.0849245516	-0.1214205918	-0.8563793587	0.0391506598	0.3793133662
ACADL	-0.0520000155	-0.4289201215	-0.0273985731	-0.0810704997	-1.045563815	0.0618052359	0.0635894121	0.3730089706	0.0292726625	0.6404163214	-0.0284573253	0.0551390091	0.1701375656	-0.1079726085	0.0933564063	0.1143513943	-0.1634647232	0.2376521793	0.2921902661	0.0589865075	0.2599487929	0.0849997872	0.2433637628	0.2553951063	-0.5134345061	0.0402434661	-0.0044461234	-0.0261089456	-0.9183793827	0.2779949978	0.0367425531	0.1262029176	-0.9330357514	-0.3392523331	-0.296829403	0.2547044914	0.1951235606	0.2992834365	0.2867386052	0.0574422361	-0.6731549361	-0.0197008365	-0.7852054223	-0.1560513925	-0.6072618598	0.3615454451	-0.0407164526	0.2242679655	0.5099389397	-0.2255713402	-0.9723074637	0.2279626151	-0.228501607
ACAP1	1.2706803207	1.2816435187	1.3730619007	-0.5457286369	-0.6401241305	-0.709537319	1.1776022337	0.6030166816	-0.3252415343	-0.7046234627	1.3233956253	-0.6692270774	-0.4990817767	1.0266018962	-0.302444101	-0.6524275513	-0.8450382778	-0.8612101451	1.2352778757	1.1770757208	-0.6373311968	-0.7034693935	-0.7587795227	-0.6117479827	1.3970251549	-0.627383917	-0.623130755	-0.5709509327	-0.5226442	-0.6029373265	-0.633642477	-0.7297484232	1.457210227	-0.6398022356	-0.7094716794	-0.6632336799	0.109834582	0.8263783567	-0.6007634833	-0.6217676723	-0.7624822191	-0.8020804526	-0.5635775969	1.2222917664	-0.6697040872	-0.618150513	-0.4062508053	-0.6213173735	-0.7547275751	-0.5784070898	-0.7408234775	1.3058097623	-0.5957200691
ACAT1	0.1181338306	0.0148850373	0.0830195403	0.0532300902	0.0773511994	0.2072378522	0.1223603604	0.1352891768	0.0917978812	0.048463828	0.0907511157	0.0041087492	0.1060256141	0.1054733583	0.1920028097	0.0364745776	0.1525877245	0.0633053062	-0.1128058916	-0.0655558037	-0.0090766082	0.0347869124	-0.0124240098	-0.0936787605	0.0671582842	0.0700943571	0.1828739965	0.0649293656	0.0723936163	0.1068389539	0.0806277076	0.1355698247	0.0855578499	-0.0414345189	-0.0983850118	0.0113791379	0.0556632487	0.1090415999	-0.0646308444	0.1269642944	0.0123745503	-0.0481148282	0.3216804506	0.1809543502	0.1222310792	0.07063972	0.0174326143	0.0907076894	0.0134860405	0.0186432555	-0.2269692632	0.0811350616	0.0388459184
ACSL5	0.4528537116	0.6282973209	0.3420376989	-0.2878531546	-1.2863535195	0.1628693105	0.4395027428	0.4470534288	-1.041649245	-1.0558038033	0.5136966396	-0.2896426481	-0.8367254467	0.5966859756	0.3371320889	0.1301361505	-0.8601417776	-0.5220816714	0.4437971452	0.4984806978	0.3140288404	0.2229683368	0.1446557645	-0.3837015968	0.578441314	-1.118177319	-0.9965564009	-0.8540691565	0.3012305986	0.1814356575	-1.6822290372	-0.9161032413	0.4416702912	-1.0748915846	-0.7574752741	-0.7938737155	-0.4420903166	-0.166010622	-1.122018686	0.0958226539	-0.6764424913	-0.1152334977	0.6559292272	0.5732256332	-1.0510132199	-0.89418785	0.1401206315	0.6509093432	-1.0393236876	0.294327044	-0.8826612807	0.6296226764	-1.0549890324
ACSL6	0.0612965564	0.0805229756	0.1507318122	-0.068044884	-0.1517217037	0.0248163407	0.0153599118	0.1861806144	0.0386470091	-0.0571465766	0.0998139913	-0.0406189685	0.1036224244	0.2435742267	0.066136851	0.125007838	-0.4423327775	0.0376253993	0.3919041662	-0.634100983	0.0819537017	-0.4956891654	-0.0504828346	0.1492999492	-0.0713514801	0.0017749366	-0.002828258	-0.6903745702	-0.5876508363	0.0733774504	-0.1307863644	0.0042112863	-0.0010858419	0.2977091668	-0.0128631247	-0.0266510787	0.0301054939	0.1055075922	-0.0423710479	-1.4503402884	-0.1368436927	-0.5749484461	-0.0685509906	-0.0781736655	0.3445293232	-0.1023775816	-0.1778922364	0.0075270406	0.265980138	0.0366931696	-2.210887796	0.0496690194	-0.022068425
ACSL6	-0.394734774	-0.3469719118	0.4755492978	0.0298131517	0.2285743997	-0.7130077051	-0.1126510339	0.1971532781	-0.6115760046	-0.3493787847	-0.2576137127	-0.1013654424	0.2612547524	0.1106943106	0.4361266915	0.4392668649	0.0311017366	0.0451283902	0.5954968161	0.0052961196	-0.0426719575	0.1342277627	0.0781694207	0.0733870289	0.0748596875	0.1273766519	-0.288269471	0.2108544174	-0.1354057928	-0.0671930754	0.084890537	-0.0252284598	-0.2699876597	0.8222057327	0.2035932098	-1.0558653803	-0.1631583629	-0.0348790335	-0.3688603403	0.0975370816	-0.7157133207	-0.2141067764	-1.5779966168	-0.1494498974	0.4891556697	0.1466981255	-0.3908430542	0.0463241537	0.5713117002	-0.166160771	-0.276195403	0.0823197715	0.218452817
ACSM2A	-0.2986957169	-0.3837108785	-0.8881886674	-0.4605737376	-0.4296978543	0.92680871	-0.0766923606	0.792091935	-0.2613933712	0.6930531739	-0.3415935204	-0.4803607323	-0.1412567106	-0.5108369542	-0.4862830022	0.3902681255	-0.6992408815	-0.6420033893	-0.56262874	-0.8214769479	0.3781262194	-0.7337810973	-0.7961628563	-0.3534812339	-0.5297443886	0.192186482	-0.5965088593	-0.7138953161	-0.7882915163	-0.003478835	-0.2618553374	-0.3677363672	-0.9718159464	-0.4709280212	-0.5244504231	-0.7807903573	-0.372533671	0.4765071228	-0.5227862124	-0.4349566102	-0.152814742	-0.8333387422	-0.1177438813	-0.0759118553	-0.9875578045	-0.3314574957	-0.1327247386	0.2236082202	0.1241142829	-0.1360003629	-1.1195673124	0.0584407329	-0.0433268538
ACTN2	0.0864839074	-0.2351010341	-0.3851113964	0.0983595804	0.6014870827	-1.823346489	-0.0631666826	0.4053728937	-1.8513687516	-1.3888726825	0.2554647856	0.0103085044	0.949618022	0.1725021372	0.5156852155	0.4616223246	0.6775613695	-0.5743677762	-0.0873997086	0.6876847556	-1.9885377986	-0.8859849098	0.2125266709	-0.6874536378	-1.4159095562	0.345694357	-1.5230953691	0.1451566026	-0.9649247063	-1.1723249835	-1.3957493049	-0.6238094479	0.3660470946	0.5651702483	0.5659759329	-1.5769818862	0.8472669003	-0.0618776514	0.6527531846	-0.6841993544	0.3435425097	-0.233133159	-2.318133958	-0.8446524862	0.431476293	0.8320328343	0.1237246383	-1.5821793898	-0.8728943432	-0.6178213278	0.5380724533	0.9141953884	0.5463487862
ACTR3C	0.1129132785	-0.144923534	0.1006224407	0.2864425797	-0.6823375191	0.104587899	0.0527249902	0.0173669811	-0.487242972	-0.0689438461	0.0665622501	0.1898144255	0.0509337029	0.1268314942	0.1822556137	-1.292904213	0.2214024527	0.0583405397	0.1938692587	-0.0713418276	0.0916104094	-0.0441940296	-0.7593471751	0.064372895	0.1916805589	0.0811363504	-0.8725942398	-1.1644961895	-0.1454528881	0.1372704357	0.1589819007	0.1109715745	0.405177275	-0.5668146458	-0.2467352863	-0.0240990786	-0.3988167908	0.0176425125	-0.1891007287	0.0442960973	-0.9768634487	0.1750637852	0.3019498549	-0.3004971016	-0.0556777856	-0.0978445882	-0.4052370222	0.0565612557	0.0948687292	0.1971794733	-1.1255607567	0.2512867872	0.0154367418
ACVR2B	0.0331876998	-0.3484559028	0.5955442434	-0.2730868232	-0.2876464006	0.8553691768	-0.3796246944	-0.3080804469	-0.1912693013	-0.2825567942	-0.5076322981	-0.2568282443	0.3442967172	-0.2105492673	-0.1285043471	-0.4734303263	-0.2798224836	0.2807020464	-0.1770378028	-0.1785013741	-0.2012091872	-0.335468449	-0.3563188378	-0.1763698032	-0.3054531198	0.6571614527	-0.2672408413	-0.1995329073	-0.3803028345	-0.1249719448	0.4263085088	0.1827253068	-0.1057588241	0.7600367888	-0.1760744811	-0.3081250132	0.0802274549	-0.1874894206	0.4198713695	-0.2754742681	-0.3283209928	-0.6403673061	0.0354572849	-0.3426981779	1.0702308977	-0.2374846602	-0.1733446286	-0.1145795032	0.3361664783	-0.24215151	-0.3323761074	-0.1133752103	0.3035267107
ADAM2	0.2553396364	0.2430687579	0.1833633271	0.5368761264	0.7131016654	-1.0675212548	0.1084016487	-0.5938391536	-0.5735326177	-1.093461156	0.2539972336	-0.0104023646	0.1842468095	-1.1101961689	-0.8108017103	-0.5510988862	0.0136271127	-0.5042289038	0.5644816306	-0.3719403165	-0.9351672479	0.0248021491	0.3147184345	-0.4351519928	0.2344526775	-0.662564611	0.1880509855	0.2140905641	0.4734574361	-1.067987062	-1.2842043689	-0.1490862411	-0.1677355562	0.4210566628	-0.3212762381	0.4963964108	-0.1308807509	-0.1370298627	0.2435620772	-0.6286634693	0.3150825058	0.1672513254	0.175436047	0.2241195981	0.2066962758	0.302835092	0.4410102644	-0.8039964628	-0.6828889554	0.351433881	-0.6147761862	-0.6637254957	-0.082049463
ADAM22	0.2539999259	0.2302858638	0.1167511986	0.1552618433	0.1955080525	0.1724299358	0.3213819817	-0.5154703916	0.2349981297	0.1381634163	-0.1830260029	-0.1308752551	-0.2238378771	0.2893456106	-0.1314119903	0.1879485506	-0.5769215384	-0.3426150196	0.2265287238	-0.3968976976	0.2006613639	-1.0228072314	-1.0518663019	0.6564051629	0.6335621477	0.4302693124	0.4610184749	-1.0064015839	-2.3608155338	0.3057626806	0.7122293226	0.467301765	0.0876703545	-0.2334778142	0.1111102283	-1.8977874628	-0.1506622463	0.7004069301	0.5830848306	-0.8419276445	-1.5267701233	-1.4918539149	-1.9087215341	0.3571689336	-0.8524435277	0.2669455731	-0.5340492467	0.4166340546	0.6803043606	-0.4393477807	-0.9613019318	0.4242358596	0.323672517
ADAM28	-0.8399683537	-0.6098733519	-1.2571475214	-0.0562553328	-0.8104806953	-0.6537623649	-0.0791914968	-0.4472900745	-0.9289242322	-0.5619199509	-0.5994101476	-0.6743280611	-0.664308598	-0.9527609815	-0.8074805336	-0.4363194049	-0.9117102652	0.326964109	0.4616295712	-0.4917719996	0.1496123372	-1.3227002552	-0.7580216837	-0.5613755543	-0.9243019324	-0.8582190525	-1.6359921055	-0.9350670283	-0.894188808	-0.0989541593	0.4986648191	-0.7904798411	-1.1475767425	-1.4160062681	-0.8321441216	-1.2160200345	0.1421765487	-0.0901032623	-1.0304986099	-0.5673525374	-1.144067603	2.3270311743	1.7093963985	1.6588422747	-1.6810486113	-0.2630892456	-0.774380686	1.4437262544	-0.8010644572	-0.5700589903	-1.0918040709	-0.3430756843	-0.7094286047
ADAM28	-0.0343904268	0.0329309583	-0.0297748532	0.07616762	-0.0193571537	0.114323533	0.1594095044	-0.0343997452	-0.0370097441	0.0132213143	0.0412670543	-0.0551006186	-0.0837230312	0.118938492	-0.1878751364	0.0917650924	-0.2793213637	0.1693897911	0.4120377883	-0.1060446373	0.1188920144	-0.001761675	-0.0389347048	-0.1117924906	-0.1597905376	-0.0138614882	-0.2271636948	0.0333097499	-0.1643317789	0.0999649968	0.23479488	-0.0880014706	-0.3120866704	-0.0614837441	-0.1968965276	-0.0899129468	-0.6602877034	0.0633231903	-0.1719333934	-0.1864702326	-0.0804705931	0.7979744096	0.455737485	0.5799973494	-2.0925554461	0.0755541324	-0.0207414839	0.3046868913	0.0253672162	0.1210602034	-0.4853483939	0.0671929465	-0.021469427
