Reporter Identifier	VALUE
Rv0283	12.138806
Rv0284	11.6883135
PE5	12.055811
PPE4	11.462642
Rv0289	12.417773
Rv0290	11.765441
mycP3	10.983568
Rv0292	11.0862255
Rv0293c	9.957587
tam	8.254504
Rv0295c	10.626803
Rv0296c	9.673589
PE_PGRS5	8.548296
Rv0298	10.892068
Rv0299	12.662275
Rv0300	10.90331
Rv0301	11.789259
Rv0302	9.389731
Rv0303	9.699139
PPE5	8.4510975
PPE6	8.708685
Rv0306	8.885712
Rv0307c	8.869136
Rv0308	11.608639
Rv0309	11.640252
Rv0310c	8.42952
Rv0311	8.92913
Rv0312	9.395149
Rv0313	11.65362
Rv0314c	10.213841
Rv0315	11.428157
Rv0316	10.647567
glpQ2	11.116418
Rv0318c	8.566742
pcp	9.043898
Rv0320	8.520779
dcd	9.684597
udgA	8.633799
Rv0323c	8.559137
Rv0324	8.524139
Rv0325	8.884756
Rv0326	8.727056
cyp135A1	8.1678705
Rv0328	9.577558
Rv0329c	7.9925604
Rv0330c	8.182538
Rv0331	8.481456
Rv0332	9.376449
Rv0333	9.961131
rmlA	9.880483
PE6	8.455902
aspC	11.054729
Rv0338c	11.346809
Rv0339c	8.989906
Rv0340	9.57672
iniB	11.81984
iniA	11.530932
iniC	10.000022
lpqJ	8.91635
Rv0345	9.237179
ansP2	10.818691
Rv0347	8.73939
Rv0348	9.275409
Rv0349	9.7604
dnaK	11.171738
grpE	12.490372
dnaJ1	11.974524
hspR	11.397288
PPE7	8.754199
PPE8	9.001598
Rv0356c	9.547745
purA	9.288521
Rv0358	8.707906
Rv0359	9.020544
Rv0360c	8.639528
Rv0361	9.99249
mgtE	9.098744
fba	11.13978
Rv0364	11.560588
Rv0365c	9.524982
Rv0366c	9.031197
Rv0367c	9.02322
Rv0368c	8.324172
Rv0369c	9.304163
Rv0370c	8.170006
Rv0371c	7.8070083
Rv0372c	7.8818164
Rv0373c	8.038203
Rv0374c	7.9370775
Rv0375c	8.133756
Rv0376c	8.202194
Rv0377	8.993212
Rv0378	7.711579
secE2	9.752689
Rv0380c	8.405091
Rv0381c	9.4589815
pyrE	10.066803
Rv0383c	11.810422
clpB	9.793815
Rv0385	8.543773
Rv0386	9.138996
Rv0387c	8.418912
PPE9	9.282876
purT	9.039815
Rv0390	10.8008
metZ	12.024601
ndhA	8.972631
Rv0393	7.730335
Rv0394c	8.241622
Rv0395	8.231782
Rv0396	7.7580614
Rv0397	7.919764
Rv0398c	8.969635
lpqK	8.978924
fadE7	8.943277
Rv0401	9.169719
mmpL1	9.449139
mmpS1	9.575568
fadD30	9.780722
pks6	10.364987
Rv0406c	8.876741
fgd1	10.026779
pta	9.932836
ackA	10.251147
pknG	9.827664
glnH	9.392035
Rv0412c	9.304793
mutT3	9.147646
thiE	8.651043
thiO	9.605164
thiS	8.6006775
thiG	9.657152
lpqL	10.692147
lpqM	10.590371
Rv0420c	10.557786
Rv0421c	10.13661
thiD	10.593174
thiC	11.09744
Rv0424c	10.610497
ctpH	10.175378
Rv0426c	11.698699
xthA	9.425844
Rv0428c	9.35835
def	9.974234
Rv0430	12.328672
Rv0431	11.208155
sodC	11.512879
Rv0433	11.53914
Rv0434	11.175161
Rv0435c	9.797586
pssA	10.158721
psd	8.900858
moeA2	9.409006
Rv0439c	8.9754
groEL2	12.951783
Rv0441c	8.504472
PPE10	8.743907
Rv0443	10.08099
Rv0444c	9.986076
sigK	10.917472
Rv0446c	10.423881
ufaA1	8.571076
Rv0448c	7.9789214
Rv0449c	8.82819
mmpL4	10.759583
mmpS4	10.500645
Rv0452	9.308202
PPE11	8.771308
Rv0454	8.441091
Rv0455c	11.607358
Rv0456A	8.839774
echA2	8.414827
Rv0457c	8.768322
Rv0458	9.323884
Rv0459	9.254409
Rv0460	10.815154
Rv0461	11.007237
lpdC	11.833352
Rv0463	11.758073
Rv0464c	11.292202
Rv0465c	9.008494
Rv0466	11.95002
icl	10.622867
fadB2	11.279499
umaA	12.165149
Rv0470A	9.661504
pcaA	10.731709
Rv0471c	9.794343
Rv0472c	10.585704
Rv0473	9.276293
Rv0474	10.997066
hbhA	11.379669
Rv0476	11.324805
Rv0477	10.00662
deoC	10.151546
Rv0479c	11.280777
Rv0480c	9.138284
Rv0481c	9.5278015
murB	9.004109
lprQ	11.85669
Rv0484c	10.190697
Rv0485	11.755531
mshA	10.953679
Rv0487	10.389437
Rv0488	9.317003
gpm1	11.077872
senX3	10.572119
regX3	10.951268
Rv0492A	9.400113
Rv0492c	8.496532
Rv0493c	8.940342
Rv0494	8.348488
Rv0495c	10.963658
Rv0496	10.076093
Rv0497	10.737552
Rv0498	9.852421
Rv0499	9.9566
proC	10.093209
Rv0500A	12.271629
Rv0500B	12.780732
galE2	11.858656
Rv0502	11.870621
cmaA2	11.7908
Rv0504c	10.206597
serB1	9.714822
mmpS2	10.89084
mmpL2	9.74582
Rv0508	10.167232
hemA	11.221542
hemC	11.985029
hemD	10.924601
hemB	10.719942
Rv0513	10.89845
Rv0514	10.1593275
Rv0516c	11.677459
Rv0517	9.727222
Rv0518	9.807945
Rv0519c	9.826925
Rv0520	8.515605
Rv0521	8.342426
gabP	9.340578
Rv0523c	9.152115
hemL	9.913365
Rv0525	10.539456
Rv0526	9.904056
ccdA	11.036262
Rv0528	9.750262
ccsA	10.279245
Rv0530	10.168831
Rv0531	10.989818
PE_PGRS6	8.664483
fabH	9.795921
menA	9.050456
pnp	8.804083
galE3	8.836024
Rv0537c	10.487097
Rv0538	9.712366
Rv0539	9.694708
Rv0540	9.044643
Rv0541c	9.265641
menE	11.3395195
Rv0543c	12.05896
Rv0544c	12.220695
pitA	12.839643
Rv0546c	9.822949
Rv0547c	9.584185
menB	10.763073
Rv0549c	9.964104
Rv0550c	9.164857
fadD8	9.238281
Rv0552	8.485223
menC	8.412045
bpoC	10.347263
menD	9.834164
Rv0556	10.979886
pimB	10.041186
menH	10.893398
Rv0559c	13.62543
Rv0560c	8.709871
Rv0561c	8.808392
grcC1	11.491252
htpX	10.725436
gpdA1	9.374414
Rv0565c	9.353423
Rv0566c	9.175418
Rv0567	10.345754
cyp135B1	10.32885
Rv0569	11.233385
nrdZ	8.882835
Rv0571c	9.309179
Rv0572c	9.054524
Rv0573c	8.054154
Rv0574c	7.8258634
Rv0575c	8.3702
Rv0576	9.366892
TB27.3	9.385581
PE_PGRS7	10.936321
Rv0579	9.094696
Rv0580c	9.779618
Rv0581	10.316817
Rv0582	10.119682
lpqN	9.124877
Rv0584	9.026086
Rv0585c	8.933225
Rv0586	10.666752
yrbE2A	9.898487
yrbE2B	11.289785
mce2A	10.693824
mce2B	10.404402
Rv0590A	10.333852
mce2C	8.764364
mce2D	8.361491
lprL	8.471927
mce2F	8.783478
Rv0595c	9.305462
Rv0596c	8.67969
Rv0597c	10.028672
Rv0598c	10.618089
Rv0599c	10.269762
Rv0600c	8.185732
Rv0601c	8.349184
tcrA	7.7977242
Rv0603	7.859678
lpqO	8.48666
Rv0605	10.165022
Rv0606	9.725483
Rv0607	8.930829
Rv0608	11.09069
Rv0609	11.776566
Rv0609A	10.199186
Rv0610c	9.364916
Rv0611c	10.414062
Rv0612	9.053967
Rv0613c	10.561697
Rv0614	8.214955
Rv0615	10.144759
Rv0616c	8.360892
Rv0617	10.85846
galTa	9.58597
galTb	8.316022
galK	7.5669045
Rv0621	8.116719
Rv0622	8.272163
Rv0623	10.254219
Rv0624	10.03788
Rv0625c	9.2449045
Rv0626	11.076158
Rv0627	11.047097
Rv0628c	9.241878
recD	8.6933565
recB	8.5169935
recC	8.656092
echA3	12.89903
Rv0633c	10.0867405
Rv0634A	12.519975
Rv0634B	11.867511
Rv0634c	10.734295
Rv0635	12.351641
Rv0636	13.245322
Rv0637	13.069027
secE1	13.602272
nusG	13.0339155
rplK	13.063113
rplA	12.73597
mmaA4	11.786523
mmaA3	11.384917
mmaA2	10.357061
mmaA1	10.086145
lipG	10.707417
Rv0647c	10.259747
Rv0648	7.8531976
fabD2	7.964392
Rv0650	7.968899
rplJ	11.332426
rplL	11.778339
Rv0653c	7.9551945
Rv0654	8.742389
mkl	12.719215
Rv0656c	9.212063
Rv0657c	9.556059
Rv0658c	11.149427
Rv0659c	11.989067
Rv0660c	10.332259
Rv0661c	8.147854
Rv0662c	7.9222193
atsD	10.131296
Rv0664	11.006391
Rv0665	10.512915
Rv0666	10.418245
rpoB	12.724875
rpoC	12.853729
Rv0669c	9.702898
end	10.179053
lpqP	10.580884
fadE8	10.018957
echA4	9.281599
Rv0674	8.995788
echA5	9.199932
mmpL5	11.012675
mmpS5	10.527404
Rv0678	9.982181
Rv0679c	10.06423
Rv0680c	9.923062
Rv0681	10.670682
rpsL	13.203626
rpsG	12.933378
fusA1	13.852505
tuf	12.978918
Rv0686	11.258116
Rv0687	9.817644
Rv0688	10.116218
Rv0689c	8.211469
Rv0690c	10.149294
Rv0691c	8.1361685
Rv0692	10.909975
pqqE	11.412977
lldD1	11.153194
Rv0695	10.300241
Rv0696	9.658227
Rv0697	9.184522
Rv0698	8.919738
Rv0699	8.695519
rpsJ	14.076757
rplC	14.357757
rplD	12.960288
rplW	13.011967
rplB	13.374044
rpsS	13.387218
rplV	13.788218
rpsC	12.81872
rplP	12.677473
rpmC	12.713543
rpsQ	13.28356
atsA	9.604097
Rv0712	9.679502
Rv0713	10.1379795
rplN	12.367444
rplX	13.425182
rplE	13.349055
rpsN1	12.621468
rpsH	14.50351
rplF	13.718898
rplR	11.568861
rpsE	12.502794
rpmD	12.306757
rplO	12.63044
sppA	11.541046
Rv0725c	9.306635
Rv0726c	9.791613
fucA	8.058382
serA2	8.031255
xylB	8.445685
Rv0730	10.24078
Rv0731c	8.552719
secY	11.226008
adk	11.514623
mapA	11.783708
sigL	9.589733
Rv0736	8.665962
Rv0737	8.677648
Rv0738	9.166814
Rv0739	8.521598
Rv0740	11.082943
Rv0741	10.4307
PE_PGRS8	9.611276
Rv0743c	9.720197
Rv0744c	9.524478
Rv0745	7.6501675
PE_PGRS9	8.997306
PE_PGRS10	9.722838
Rv0748	12.471417
Rv0749	8.449694
Rv0749A	9.207577
Rv0750	10.225152
mmsB	9.573653
fadE9	9.20938
mmsA	9.542728
PE_PGRS11	7.9942865
Rv0755A	9.836689
PPE12	10.565043
Rv0756c	10.053699
phoP	10.726639
phoR	10.005498
Rv0759c	11.691787
Rv0760c	12.33968
adhB	10.940305
Rv0762c	9.476242
Rv0763c	8.518211
cyp51	9.112023
Rv0765c	8.922287
cyp123	8.684707
Rv0767c	8.157078
aldA	8.563149
Rv0769	9.223199
Rv0770	9.432294
Rv0771	9.545776
purD	9.616945
ggtA	10.356365
Rv0774c	10.143743
Rv0775	9.811019
Rv0776c	8.406013
purB	10.241836
cyp126	10.506652
Rv0779c	7.9431486
purC	10.11351
ptrBa	11.191776
ptrBb	9.098354
emrB	9.785508
Rv0784	9.481877
Rv0785	9.318724
Rv0786c	9.355212
Rv0787	8.51947
Rv0787A	10.964908
purQ	11.481354
Rv0789c	8.961609
Rv0790c	8.821445
Rv0791c	8.67559
Rv0792c	8.636717
Rv0793	8.0235405
Rv0794c	9.170745
cfp29	10.301583
Rv0799c	10.0157
pepC	9.154745
Rv0801	9.889116
Rv0802c	9.087582
purL	10.11679
Rv0804	10.730028
Rv0805	11.598036
cpsY	8.711458
Rv0807	8.208777
purF	10.0166025
purM	10.553135
Rv0810c	10.704763
Rv0811c	10.03691
Rv0812	9.549466
Rv0813c	11.793326
sseC2	11.527767
thiX	9.348136
Rv0817c	8.781833
Rv0818	10.464005
mshD	10.273133
phoT	9.853492
phoY2	12.030543
Rv0822c	9.464698
Rv0823c	11.335816
desA1	13.870726
Rv0825c	9.108546
Rv0826	8.284309
Rv0827c	8.759259
Rv0828c	8.017794
Rv0829	10.881315
Rv0830	8.861447
Rv0831c	11.563272
PE_PGRS12	9.823665
PE_PGRS13	8.288298
PE_PGRS14	8.863862
lpqQ	9.511083
Rv0836c	8.020935
Rv0837c	8.073265
lpqR	9.133494
Rv0839	9.729551
pip	8.897662
Rv0841	7.520705
Rv0842	8.628547
Rv0843	8.453118
narL	9.482756
Rv0845	9.526721
Rv0846c	8.559945
lpqS	9.452147
cysK2	8.6804
Rv0849	8.601435
Rv0850	8.572391
Rv0851c	8.82485
fadD16	8.642985
pdc	8.748761
Rv0854	9.873821
far	9.733796
Rv0856	11.311912
Rv0857	10.513784
Rv0858c	8.7478695
fadA	10.476519
fadB	10.700796
ercc3	9.79935
Rv0862c	8.825908
Rv0863	10.216789
moaC2	11.360532
mog	10.438473
moaE2	9.986615
rpfA	10.465465
moaD2	9.967994
moaA2	9.743563
Rv0870c	10.219623
cspB	10.994058
PE_PGRS15	9.378312
fadE10	10.514656
Rv0874c	8.602589
Rv0875c	9.981029
Rv0876c	9.980382
Rv0877	9.906708
PPE13	8.65006
Rv0879c	7.7748766
Rv0880	9.206804
Rv0881	8.669274
Rv0882	9.112563
Rv0883c	10.709099
serC	10.063282
Rv0885	9.972448
fprB	9.266188
Rv0887c	8.142076
Rv0888	8.994791
citA	10.087705
Rv0890c	9.885011
Rv0891c	9.057175
Rv0892	10.420189
Rv0893c	9.189198
Rv0894	8.257809
Rv0895	8.044864
gltA2	12.053016
Rv0897c	8.662603
Rv0898c	9.781495
ompA	8.629801
Rv0900	10.586935
Rv0901	10.121312
prrB	10.089581
prrA	10.496898
accD3	8.176775
echA6	10.234929
Rv0906	10.207821
Rv0907	9.9034
ctpE	10.084408
Rv0909	11.195821
Rv0910	11.363446
Rv0911	10.014639
Rv0912	9.962906
Rv0913c	9.430874
Rv0914c	9.531529
PPE14	8.092766
PE7	8.357326
betP	8.771789
Rv0918	8.780509
Rv0919	8.494068
Rv0920c	9.465563
Rv0921	8.886231
Rv0922	11.213159
Rv0923c	9.221634
mntH	9.947988
Rv0925c	10.576847
Rv0926c	9.350218
Rv0927c	8.89201
pstS3	10.344814
pstC2	10.002338
pstA1	9.571102
pknD	11.517966
pstS2	12.613855
pstB	11.021969
pstS1	11.190596
pstC1	11.901521
pstA2	10.621305
Rv0937c	9.820594
Rv0938	10.606022
Rv0939	9.789649
Rv0940c	9.497184
Rv0941c	9.906016
Rv0942	8.063724
Rv0943c	7.6934543
Rv0944	8.536655
Rv0945	10.475637
pgi	9.06592
Rv0947c	12.228986
Rv0948c	12.083361
uvrD1	9.492957
Rv0950c	10.926133
sucC	11.240757
sucD	11.333622
Rv0953c	8.508219
Rv0954	12.786961
Rv0955	10.19573
purN	9.494697
purH	9.858342
Rv0958	9.541098
Rv0959	9.565939
Rv0960	11.382851
Rv0961	11.180177
lprP	8.095143
Rv0963c	8.632528
Rv0964c	9.324575
Rv0965c	10.607978
Rv0966c	10.755171
Rv0967	10.23049
Rv0968	10.276692
ctpV	9.208146
Rv0970	10.135967
echA7	9.274395
fadE12	8.6528225
accA2	8.6728735
accD2	8.409017
fadE13	8.068297
Rv0976c	8.164388
PE_PGRS16	8.668413
PE_PGRS17	8.216722
rpmF	9.865362
Rv0979c	8.263507
PE_PGRS18	8.120163
mprA	10.809038
mprB	10.503709
pepD	10.445972
moaB2	12.582678
mscL	9.178208
Rv0986	9.38418
Rv0987	9.610531
Rv0988	10.388673
grcC2	8.785409
Rv0990c	10.197888
Rv0991c	10.125203
Rv0992c	9.029138
galU	10.384182
moeA1	10.255041
rimJ	9.756113
Rv0996	10.399911
Rv0997	11.26546
Rv0998	9.374799
Rv0999	10.4112015
Rv1000c	9.490602
arcA	9.899031
Rv1002c	9.928102
Rv1003	8.623696
Rv1004c	8.556675
pabB	9.038428
Rv1006	10.998708
metS	9.806863
tatD	8.371007
rpfB	10.289506
ksgA	11.0573635
ispE	9.79673
Rv1012	8.443386
pks16	9.934854
pth	10.226094
rplY	10.708397
lpqT	11.043194
prsA	11.137391
glmU	9.896481
Rv1019	9.456317
mfd	9.078663
Rv1021	10.2317
lpqU	9.7652025
eno	10.395329
Rv1024	10.56005
Rv1025	10.451097
Rv1026	9.640102
kdpE	9.031958
kdpF	9.34745
kdpD	8.738288
kdpA	8.774009
kdpB	9.06929
kdpC	9.19791
trcS	8.873646
trcR	8.932457
Rv1034c	7.848921
Rv1035c	8.125255
Rv1036c	8.856752
PPE15	8.17172
PE8	7.927694
Rv1041c	10.660046
Rv1042c	11.552271
Rv1043c	10.040224
Rv1044	8.514528
Rv1045	8.928189
Rv1046c	9.965988
Rv1047	8.062023
Rv1048c	8.392773
Rv1049	8.540714
Rv1050	8.300207
Rv1051c	7.8217463
Rv1052	9.648104
Rv1053c	7.5610757
Rv1054	11.249044
Rv1055	11.4589205
Rv1056	9.213392
Rv1057	9.390605
fadD14	9.123893
Rv1059	10.00171
Rv1060	10.796891
Rv1061	9.469496
Rv1062	9.243479
Rv1063c	8.962588
lpqV	8.79391
Rv1065	12.803215
Rv1066	13.026943
PE_PGRS19	8.078408
PE_PGRS20	8.303769
Rv1069c	10.141669
echA8	10.67903
echA9	9.728399
Rv1072	13.656017
Rv1073	12.59295
fadA3	10.769765
Rv1075c	8.386061
lipU	8.687414
cbs	10.016182
pra	11.534815
metB	12.27531
greA	13.977469
Rv1081c	8.610991
mca	10.748985
Rv1083	11.740266
Rv1084	9.63933
Rv1085c	9.177679
Rv1086	10.7503195
PE_PGRS21	10.100649
Rv1087A	7.9900637
PE9	7.9395957
PE10	8.17494
celA2a	8.417726
celA2b	8.813072
PE_PGRS22	8.292128
coaA	10.022305
glyA1	10.583253
desA2	14.414136
phoH2	12.4554405
Rv1096	11.051769
Rv1097c	10.914247
fum	10.664308
Rv1099c	10.537589
Rv1100	10.355783
Rv1101c	10.4485
Rv1102c	10.337433
Rv1103c	10.409072
Rv1104	10.093724
Rv1105	8.56476
Rv1106c	10.1409235
xseB	11.62457
xseA	10.620229
Rv1109c	12.002375
lytB2	10.579526
Rv1111c	10.648931
Rv1112	9.130738
Rv1113	10.688518
Rv1114	10.634046
Rv1115	9.155646
Rv1116	8.622196
Rv1116A	10.126069
Rv1117	10.264766
Rv1118c	8.579934
Rv1119c	7.7495613
Rv1120c	7.5467257
zwf1	10.550305
gnd2	10.090045
bpoB	9.342856
ephC	9.292016
Rv1125	9.460875
Rv1126c	9.861432
ppdK	9.290559
Rv1128c	9.355984
Rv1129c	8.713267
Rv1130	9.2337885
gltA1	9.751829
Rv1132	10.095532
metE	11.270881
Rv1134	8.627851
Rv1135A	7.744016
PPE16	8.96642
Rv1136	8.399305
Rv1137c	8.678477
Rv1138c	9.152793
Rv1139c	9.113331
Rv1140	10.441273
echA11	9.056332
echA10	11.658533
mcr	9.937349
Rv1144	9.335398
mmpL13a	8.981035
mmpL13b	8.841067
Rv1147	8.890467
Rv1148c	7.7943277
Rv1149	11.976128
Rv1150	10.374957
Rv1151c	8.8095455
Rv1152	9.447497
omt	8.998408
Rv1154c	8.604221
Rv1155	10.263894
Rv1156	11.873916
Rv1157c	9.6589
Rv1158c	9.901644
pimE	9.61797
Rv1159A	8.950231
mutT2	9.525774
narG	10.443839
narH	10.639616
narJ	9.350831
narI	10.438832
typA	9.708677
lpqW	9.758332
Rv1167c	10.371323
PPE17	9.191397
PE11	9.113992
mshB	8.953585
Rv1171	9.933522
PE12	10.844439
fbiC	10.680163
TB8.4	13.307027
fadH	9.846279
Rv1176c	9.255611
fdxC	12.56814
Rv1178	10.737023
Rv1179c	9.219365
pks3	10.280119
pks4	10.350103
papA3	11.473543
mmpL10	11.217106
Rv1184c	11.461278
fadD21	11.831246
Rv1186c	8.691661
rocA	8.276739
Rv1188	8.50636
sigI	8.487762
Rv1190	8.227947
Rv1191	9.297161
Rv1192	11.060751
fadD36	10.215862
Rv1194c	10.5639
PE13	12.409794
PPE18	13.705855
Rv1200	10.86942
Rv1201c	10.854053
dapE	9.757053
Rv1203c	8.7827635
Rv1204c	8.574327
Rv1205	9.8841095
fadD6	10.025134
folP2	10.117674
Rv1208	10.299278
Rv1209	10.098941
tagA	10.816292
Rv1211	12.995464
Rv1212c	8.936529
glgC	9.911135
PE14	10.201278
Rv1215c	9.11854
Rv1216c	9.804574
Rv1217c	8.934704
Rv1218c	9.230413
Rv1219c	9.267876
Rv1220c	9.745146
sigE	11.982029
Rv1222	11.680636
htrA	11.31995
tatB	11.245608
Rv1225c	8.229571
Rv1226c	8.582017
Rv1227c	8.7029915
lpqX	8.719086
mrp	10.569619
Rv1230c	9.500573
Rv1231c	9.327455
Rv1232c	9.995293
Rv1233c	11.250517
Rv1234	10.425681
lpqY	9.2154045
sugA	9.713071
sugB	10.239056
sugC	10.493277
corA	9.363227
mdh	10.183977
Rv1241	12.101106
Rv1242	11.227564
PE_PGRS23	8.710992
lpqZ	9.82536
Rv1245c	9.802715
Rv1246c	10.194257
Rv1247c	12.048765
kgd	10.948713
Rv1249c	9.922017
Rv1250	8.94108
Rv1251c	9.360785
lprE	9.504616
deaD	9.343628
Rv1254	9.958938
Rv1255c	8.599338
cyp130	8.529822
Rv1257c	9.973273
Rv1258c	8.57701
