Reporter Identifier	VALUE
ptbB	9.947493
fadE2	10.162604
pntAa	9.691509
pntAb	10.2884245
pntB	10.980969
Rv0157A	9.840572
Rv0158	10.773444
PE3	8.863862
PE4	8.0515375
Rv0161	8.416448
adhE1	8.359665
Rv0163	9.493739
TB18.5	11.501595
Rv0165c	8.196792
fadD5	9.064265
yrbE1A	11.188782
yrbE1B	9.835117
mce1A	9.826925
mce1B	9.938738
mce1C	9.739604
mce1D	9.822526
lprK	10.109682
mce1F	9.885485
Rv0175	11.907672
Rv0176	10.336205
Rv0177	10.583253
Rv0178	11.183155
lprO	11.120008
Rv0180c	10.478815
Rv0181c	9.371539
sigG	9.041718
Rv0183	10.072367
Rv0184	10.4589815
bglS	9.831206
Rv0187	9.990602
Rv0188	13.819974
ilvD	11.424871
Rv0190	10.352697
Rv0191	9.2154045
Rv0192	10.484492
Rv0193c	8.50636
Rv0194	7.92669
Rv0195	8.61263
Rv0197	12.941363
Rv0198c	11.428157
Rv0199	10.302233
Rv0200	10.601352
mmpL11	9.721533
Rv0203	10.466434
Rv0204c	9.324575
Rv0205	9.287278
mmpL3	11.53693
Rv0207c	11.153194
Rv0208c	11.100286
Rv0210	8.546625
pckA	13.011967
nadR	9.448436
Rv0213c	8.753509
fadD4	9.348136
fadE3	9.931662
Rv0216	8.538246
lipW	9.22385
Rv0218	8.321063
lipC	11.638223
Rv0221	10.469554
echA1	9.066971
Rv0223c	9.886138
Rv0224c	8.786385
Rv0225	9.159709
Rv0226c	9.806486
Rv0227c	11.198565
Rv0229c	10.1831045
php	8.73939
fadE4	10.384858
Rv0232	10.629331
nrdB	11.833352
gabD1	9.295883
Rv0235c	8.583908
Rv0236A	10.530393
Rv0236c	8.942487
lpqI	9.76255
Rv0238	10.118537
Rv0239	10.810108
Rv0240	9.541842
Rv0241c	11.493828
fabG4	10.248747
fadA2	12.367444
fadE5	11.867511
Rv0245	11.160017
Rv0246	8.448389
Rv0247c	11.512879
Rv0248c	11.57529
Rv0249c	12.005339
Rv0250c	13.181738
hsp	13.602272
nirB	10.214355
nirD	10.951268
cobU	9.263119
cobQ1	9.564236
PPE2	9.674828
Rv0257	9.422134
Rv0258c	9.113992
Rv0259c	8.7478695
Rv0260c	8.8870735
narK3	7.9176445
aac	9.498146
Rv0263c	9.50335
Rv0264c	8.832277
Rv0265c	9.729551
oplA	9.1839905
narU	8.645093
Rv0268c	10.849141
Rv0269c	8.944862
fadD2	10.689765
fadE6	11.344476
Rv0272c	9.9566
Rv0273c	9.3295965
Rv0274	10.880031
Rv0275c	10.354503
Rv0276	11.276857
Rv0277c	11.56669
PE_PGRS3	9.479678
PE_PGRS4	10.345754
PPE3	10.091837
Rv0281	11.15085
Rv0282	11.375795
Rv0283	11.231311
Rv0284	10.914247
PE5	11.903951
PPE4	11.017014
Rv0289	11.760294
Rv0290	11.180177
mycP3	10.611372
Rv0292	10.547172
Rv0293c	10.08
tam	8.390699
Rv0295c	10.189903
Rv0296c	10.249403
PE_PGRS5	8.988548
Rv0298	10.690955
Rv0299	12.130154
Rv0300	10.12295
Rv0301	10.816292
Rv0302	8.56476
Rv0303	9.022228
PPE5	8.078408
PPE6	9.013856
Rv0306	9.054524
Rv0307c	9.134417
Rv0308	12.097179
Rv0309	11.363446
Rv0310c	8.345286
Rv0311	9.656157
Rv0312	9.328685
Rv0313	11.607358
Rv0314c	10.289506
Rv0315	10.299278
Rv0316	9.138284
glpQ2	9.836689
Rv0318c	8.227947
pcp	8.842722
Rv0320	8.170006
dcd	9.300561
udgA	8.203117
Rv0323c	8.719086
Rv0324	8.721508
Rv0325	9.100329
Rv0326	9.722237
cyp135A1	8.257809
Rv0328	8.818468
Rv0329c	8.324172
Rv0330c	8.133756
Rv0331	8.667745
Rv0332	9.169719
Rv0333	9.583267
rmlA	9.913365
PE6	8.309749
aspC	10.399911
Rv0338c	11.693055
Rv0339c	9.175418
Rv0340	9.738858
iniB	11.081041
iniA	10.19165
iniC	9.451566
lpqJ	8.747342
Rv0345	9.452147
ansP2	10.735864
Rv0347	9.226149
Rv0348	10.135189
Rv0349	9.425342
dnaK	14.010105
grpE	15.044218
dnaJ1	13.272009
hspR	13.0199375
PPE7	8.723278
PPE8	8.64617
Rv0356c	9.4417305
purA	9.804574
Rv0358	8.596647
Rv0359	8.955046
Rv0360c	8.281003
Rv0361	10.549547
mgtE	8.724649
fba	11.473543
Rv0364	10.497889
Rv0365c	9.216527
Rv0366c	8.062023
Rv0367c	8.774924
Rv0368c	8.501728
Rv0369c	8.785409
Rv0370c	7.931297
Rv0371c	7.7495613
Rv0372c	7.8277593
Rv0373c	7.964392
Rv0374c	7.915394
Rv0375c	8.096379
Rv0376c	8.555465
Rv0377	9.176046
Rv0378	7.9395957
secE2	9.249041
Rv0380c	8.044864
Rv0381c	9.009941
pyrE	9.933997
Rv0383c	11.648193
clpB	11.09744
Rv0385	8.651811
Rv0386	9.036112
Rv0387c	8.892654
PPE9	8.644034
purT	9.774906
Rv0390	10.03788
metZ	11.007237
ndhA	9.190538
Rv0393	7.8376684
Rv0394c	8.624431
Rv0395	7.870206
Rv0396	7.87297
Rv0397	8.296285
Rv0398c	9.657152
lpqK	9.464698
fadE7	9.702898
Rv0401	9.230413
mmpL1	8.608368
mmpS1	8.870097
fadD30	8.889702
pks6	9.108546
Rv0406c	8.859918
fgd1	10.607008
pta	9.777399
ackA	10.039463
pknG	10.759583
glnH	10.68622
Rv0412c	10.811363
mutT3	9.685245
thiE	8.656092
thiO	9.738423
thiS	9.07336
thiG	9.857481
lpqL	10.322458
lpqM	10.297106
Rv0420c	9.516489
Rv0421c	9.162576
thiD	10.1926155
thiC	11.744118
Rv0424c	9.980382
ctpH	9.866008
Rv0426c	11.549849
xthA	9.012148
Rv0428c	8.989906
def	9.582087
Rv0430	10.595802
Rv0431	10.1526165
sodC	10.664308
Rv0433	10.988744
Rv0434	10.010165
Rv0435c	9.6589
pssA	10.264766
psd	9.32095
moeA2	9.299755
Rv0439c	9.904056
groEL2	13.28356
Rv0441c	9.11854
PPE10	8.538975
Rv0443	10.766201
Rv0444c	9.7681875
sigK	10.129727
Rv0446c	9.746445
ufaA1	8.386061
Rv0448c	7.961637
Rv0449c	8.323202
mmpL4	9.929754
mmpS4	9.770489
Rv0452	9.359569
PPE11	8.941573
Rv0454	8.363722
Rv0455c	11.618399
Rv0456A	8.261158
echA2	8.331272
Rv0457c	9.168569
Rv0458	9.326247
Rv0459	9.432294
Rv0460	10.929273
Rv0461	10.89845
lpdC	11.620619
Rv0463	11.130333
Rv0464c	10.515655
Rv0465c	9.335398
Rv0466	11.089354
icl	11.996767
fadB2	11.530932
umaA	11.279499
Rv0470A	9.192384
pcaA	11.138657
Rv0471c	9.895859
Rv0472c	10.357793
Rv0473	10.031241
Rv0474	10.331008
hbhA	12.376647
Rv0476	11.707605
Rv0477	10.458157
deoC	9.450522
Rv0479c	10.927275
Rv0480c	8.8949585
Rv0481c	8.529822
murB	8.381839
lprQ	11.30628
Rv0484c	10.222713
Rv0485	12.471417
mshA	11.028883
Rv0487	10.097741
Rv0488	8.399305
gpm1	10.262409
senX3	10.932124
regX3	11.082943
Rv0492A	9.846279
Rv0492c	8.71817
Rv0493c	8.881945
Rv0494	8.250374
Rv0495c	11.132647
Rv0496	9.764237
Rv0497	10.723138
Rv0498	8.865237
Rv0499	9.086783
proC	9.537949
Rv0500A	11.84888
Rv0500B	11.865247
galE2	10.655815
Rv0502	11.541046
cmaA2	10.778454
Rv0504c	10.266352
serB1	10.387013
mmpS2	9.662238
mmpL2	9.377164
Rv0508	9.842806
hemA	11.158698
hemC	11.4589205
hemD	11.444679
hemB	10.688518
Rv0513	10.439415
Rv0514	10.093724
Rv0516c	10.648931
Rv0517	9.409006
Rv0518	9.034878
Rv0519c	9.387618
Rv0520	8.1398
Rv0521	7.9478807
gabP	9.430874
Rv0523c	9.379616
hemL	10.589095
Rv0525	11.360532
Rv0526	10.245502
ccdA	10.818691
Rv0528	9.883451
ccsA	10.473909
Rv0530	10.18564
Rv0531	9.638816
PE_PGRS6	9.345027
fabH	9.671023
menA	8.914291
pnp	8.823221
galE3	8.872589
Rv0537c	10.599975
Rv0538	9.87466
Rv0539	9.517434
Rv0540	8.752464
Rv0541c	9.5959015
menE	9.599637
Rv0543c	10.899694
Rv0544c	11.715988
pitA	12.038642
Rv0546c	9.34745
Rv0547c	9.608336
menB	10.406734
Rv0549c	10.026104
Rv0550c	8.981744
fadD8	9.9034
Rv0552	8.837686
menC	8.935647
bpoC	10.606022
menD	9.591458
Rv0556	9.780036
pimB	9.258723
menH	11.481354
Rv0559c	11.95002
Rv0560c	9.751829
Rv0561c	8.990459
grcC1	10.850911
htpX	11.802634
gpdA1	9.193951
Rv0565c	9.5189
Rv0566c	9.7155695
Rv0567	10.307676
cyp135B1	10.147908
Rv0569	14.291006
nrdZ	11.772318
Rv0571c	10.646258
Rv0572c	12.709405
Rv0573c	9.203494
Rv0574c	9.352099
Rv0575c	10.529638
Rv0576	9.641882
TB27.3	10.288956
PE_PGRS7	10.787498
Rv0579	9.288521
Rv0580c	10.47459
Rv0581	9.632121
Rv0582	9.067538
lpqN	9.56509
Rv0584	8.505044
Rv0585c	8.878779
Rv0586	10.0360565
yrbE2A	9.597584
yrbE2B	10.311362
mce2A	9.8841095
mce2B	9.486258
Rv0590A	8.794334
mce2C	7.89419
mce2D	8.088828
lprL	8.254504
mce2F	8.347721
Rv0595c	9.411108
Rv0596c	8.44002
Rv0597c	10.519409
Rv0598c	10.5080805
Rv0599c	10.110749
Rv0600c	8.4276495
Rv0601c	8.340394
tcrA	7.804311
Rv0603	8.022119
lpqO	9.231355
Rv0605	10.149294
Rv0606	9.844841
Rv0607	8.568366
Rv0608	10.444918
Rv0609	10.55193
Rv0609A	9.484713
Rv0610c	9.019448
Rv0611c	9.378312
Rv0612	8.96642
Rv0613c	10.315436
Rv0614	8.020935
Rv0615	10.312473
Rv0616c	8.145491
Rv0617	10.434621
galTa	8.972631
galTb	8.014149
galK	7.0014853
Rv0621	8.488944
Rv0622	8.17172
Rv0623	10.167232
Rv0624	10.143743
Rv0625c	9.128659
Rv0626	9.952252
Rv0627	9.651135
Rv0628c	10.234929
recD	8.247488
recB	8.1361685
recC	8.402054
echA3	12.853729
Rv0633c	9.638036
Rv0634A	11.9693575
Rv0634B	11.116418
Rv0634c	10.464005
Rv0635	11.732692
Rv0636	12.409794
Rv0637	11.839897
secE1	12.494991
nusG	12.263769
rplK	13.307027
rplA	12.704257
mmaA4	11.103223
mmaA3	10.424733
mmaA2	10.614443
mmaA1	9.875554
lipG	10.042464
Rv0647c	10.1473055
Rv0648	7.987977
fabD2	8.453118
Rv0650	7.99983
rplJ	11.416577
rplL	12.402289
Rv0653c	8.960957
Rv0654	9.9841
mkl	11.311912
Rv0656c	9.483762
Rv0657c	9.199932
Rv0658c	10.194257
Rv0659c	11.578203
Rv0660c	10.918953
Rv0661c	8.615948
Rv0662c	7.8670006
atsD	10.550305
Rv0664	10.923495
Rv0665	9.410019
Rv0666	9.07971
rpoB	12.621468
rpoC	12.536768
Rv0669c	9.489933
end	11.145275
lpqP	10.24388
fadE8	9.999062
echA4	9.540131
Rv0674	8.903494
echA5	9.586973
mmpL5	12.299431
mmpS5	11.911266
Rv0678	11.218243
Rv0679c	9.668018
Rv0680c	10.009351
Rv0681	10.415089
rpsL	11.893191
rpsG	12.432815
fusA1	12.613855
tuf	12.449268
Rv0686	10.871758
Rv0687	10.073775
Rv0688	9.939545
Rv0689c	8.160119
Rv0690c	9.752689
Rv0691c	8.438349
Rv0692	11.269794
pqqE	11.126126
lldD1	10.36222
Rv0695	9.489151
Rv0696	8.524139
Rv0697	8.337884
Rv0698	7.971747
Rv0699	8.066213
rpsJ	12.638901
rplC	13.069027
rplD	12.7445345
rplW	12.924782
rplB	12.868788
rpsS	12.908243
rplV	12.951783
rpsC	12.686315
rplP	12.682097
rpmC	12.831657
rpsQ	12.362629
atsA	11.543172
Rv0712	11.208155
Rv0713	9.113331
rplN	11.098556
rplX	12.091568
rplE	12.2231045
rpsN1	12.19945
rpsH	12.978918
rplF	12.933378
rplR	11.596108
rpsE	12.33968
rpmD	11.85669
rplO	11.599827
sppA	11.669069
Rv0725c	9.61887
Rv0726c	11.680636
fucA	8.29946
serA2	8.229571
xylB	8.575471
Rv0730	10.54869
Rv0731c	9.047537
secY	10.866266
adk	11.213159
mapA	10.431304
sigL	8.900858
Rv0736	8.642985
Rv0737	8.465401
Rv0738	9.25031
Rv0739	8.012133
Rv0740	10.781949
Rv0741	9.791613
PE_PGRS8	9.256975
Rv0743c	9.542728
Rv0744c	9.6428585
Rv0745	7.6690354
PE_PGRS9	9.757053
PE_PGRS10	9.823665
Rv0748	11.954558
Rv0749	8.231782
Rv0749A	8.928189
Rv0750	9.9552965
mmsB	9.879786
fadE9	9.319378
mmsA	10.051661
PE_PGRS11	8.182538
Rv0755A	9.181955
PPE12	10.714825
Rv0756c	9.614442
phoP	10.966126
phoR	10.32885
Rv0759c	10.936321
Rv0760c	11.919983
adhB	11.09069
Rv0762c	9.355984
Rv0763c	8.372919
cyp51	8.968195
Rv0765c	8.911218
cyp123	8.973228
Rv0767c	8.877068
aldA	9.137387
Rv0769	9.979472
Rv0770	9.574333
Rv0771	9.630198
purD	9.13157
ggtA	9.449932
Rv0774c	9.929121
Rv0775	9.76867
Rv0776c	8.592558
purB	9.630728
cyp126	9.868713
Rv0779c	8.176775
purC	9.773498
ptrBa	10.151546
ptrBb	8.397472
emrB	9.357124
Rv0784	9.386889
Rv0785	8.743907
Rv0786c	9.261034
Rv0787	8.353779
Rv0787A	11.671716
purQ	11.181133
Rv0789c	12.002375
Rv0790c	13.119667
Rv0791c	13.041756
Rv0792c	11.992713
Rv0793	10.384182
Rv0794c	10.308519
cfp29	10.040224
Rv0799c	9.810122
pepC	9.461406
Rv0801	9.631104
Rv0802c	9.311432
purL	10.286372
Rv0804	10.108554
Rv0805	11.615049
cpsY	9.62115
Rv0807	8.362593
purF	11.156603
purM	10.11679
Rv0810c	10.671893
Rv0811c	10.572119
Rv0812	8.943277
Rv0813c	11.917541
sseC2	12.320505
thiX	9.109795
Rv0817c	8.770461
Rv0818	10.854053
mshD	10.370409
phoT	10.119682
phoY2	11.39506
Rv0822c	9.616303
Rv0823c	11.608639
desA1	13.425182
Rv0825c	9.270959
Rv0826	8.527268
Rv0827c	11.616666
Rv0828c	7.9242597
Rv0829	10.445972
Rv0830	11.077872
Rv0831c	11.249044
PE_PGRS12	10.111966
PE_PGRS13	8.993212
PE_PGRS14	9.781495
lpqQ	9.339717
Rv0836c	8.276739
Rv0837c	8.375269
lpqR	8.681037
Rv0839	9.102416
pip	8.65508
Rv0841	7.815643
Rv0842	8.834082
Rv0843	8.2782545
narL	9.339018
Rv0845	8.79391
Rv0846c	9.6980505
lpqS	11.3045025
cysK2	10.737552
Rv0849	9.658227
Rv0850	8.905839
Rv0851c	8.330124
fadD16	8.85844
pdc	9.872855
Rv0854	10.229539
far	9.566681
Rv0856	10.224134
Rv0857	9.821745
Rv0858c	8.711458
fadA	12.63044
fadB	13.0531225
ercc3	9.461999
Rv0862c	8.767801
Rv0863	10.643053
moaC2	10.985021
mog	10.4953985
moaE2	9.701268
rpfA	10.376248
moaD2	10.000022
moaA2	10.116218
Rv0870c	10.561697
cspB	10.374957
PE_PGRS15	9.314121
fadE10	11.4467325
Rv0874c	9.04944
Rv0875c	10.360073
Rv0876c	10.338928
Rv0877	11.0573635
PPE13	8.490746
Rv0879c	7.903595
Rv0880	9.219365
Rv0881	8.12388
Rv0882	8.969635
Rv0883c	10.467314
serC	10.949568
Rv0885	12.752254
fprB	11.06407
Rv0887c	8.610991
Rv0888	9.726416
citA	10.412973
Rv0890c	8.742389
Rv0891c	8.358437
Rv0892	8.7827635
Rv0893c	8.617891
Rv0894	8.025998
Rv0895	8.007761
gltA2	12.81872
Rv0897c	9.082799
Rv0898c	10.449317
ompA	8.695519
Rv0900	9.407708
Rv0901	9.551709
prrB	10.222398
prrA	10.937373
accD3	8.178765
echA6	11.128477
Rv0906	11.224627
Rv0907	9.893072
ctpE	9.072668
Rv0909	10.18815
Rv0910	10.280119
Rv0911	9.550251
Rv0912	9.511083
Rv0913c	9.253036
Rv0914c	9.591013
PPE14	8.435883
PE7	8.380796
betP	9.143549
Rv0918	8.6006775
Rv0919	9.197331
Rv0920c	8.754774
Rv0921	8.764153
Rv0922	10.652418
Rv0923c	8.920729
mntH	9.39365
Rv0925c	10.383173
Rv0926c	9.785508
Rv0927c	9.366892
pstS3	10.619642
pstC2	9.88865
pstA1	9.267034
pknD	11.783708
pstS2	12.849449
pstB	10.223539
pstS1	10.779823
pstC1	10.213168
pstA2	8.883828
Rv0937c	9.348859
Rv0938	10.964908
Rv0939	10.454102
Rv0940c	10.502829
Rv0941c	10.332259
Rv0942	7.7580614
Rv0943c	8.002594
Rv0944	8.500441
Rv0945	9.459707
pgi	9.958336
Rv0947c	10.640396
Rv0948c	10.270671
uvrD1	9.604097
Rv0950c	10.028672
sucC	11.034704
sucD	11.734675
Rv0953c	8.502766
Rv0954	12.125066
Rv0955	10.055165
purN	9.343628
purH	9.899031
Rv0958	9.870445
Rv0959	9.374414
Rv0960	9.356271
Rv0961	10.063645
lprP	8.14122
Rv0963c	7.7000995
Rv0964c	8.237991
Rv0965c	9.795921
Rv0966c	10.026779
Rv0967	11.527767
Rv0968	11.888242
ctpV	11.342912
Rv0970	10.669649
echA7	10.568292
fadE12	10.596325
accA2	10.434258
accD2	10.344814
fadE13	9.858342
Rv0976c	10.18709
PE_PGRS16	9.15633
PE_PGRS17	8.210706
rpmF	10.188989
Rv0979c	9.584819
PE_PGRS18	8.263507
mprA	10.807374
mprB	11.195821
pepD	11.401348
moaB2	12.960288
mscL	9.707723
Rv0986	9.889116
Rv0987	9.305462
Rv0988	9.713071
grcC2	9.285154
Rv0990c	11.655707
Rv0991c	11.636181
Rv0992c	8.878105
galU	9.811759
moeA1	10.081582
rimJ	9.09567
Rv0996	11.117717
Rv0997	10.8947
Rv0998	9.649867
Rv0999	10.024218
Rv1000c	9.418425
arcA	10.00428
Rv1002c	9.802066
Rv1003	8.664483
Rv1004c	9.337206
pabB	8.9754
Rv1006	9.751173
metS	9.94532
tatD	8.28275
rpfB	10.122186
ksgA	9.727855
ispE	9.141582
Rv1012	8.015524
pks16	10.911381
pth	10.711554
rplY	10.7709875
lpqT	10.023301
prsA	11.229195
glmU	9.861432
Rv1019	9.874292
mfd	8.822484
Rv1021	9.301624
lpqU	9.442222
eno	10.033471
Rv1024	9.950211
Rv1025	9.136711
Rv1026	8.533079
kdpE	9.355212
kdpF	9.439172
kdpD	8.965347
kdpA	8.948784
kdpB	8.766465
kdpC	8.788029
trcS	8.604221
trcR	8.478191
Rv1034c	7.602543
Rv1035c	7.986502
Rv1036c	9.714013
PPE15	8.300207
PE8	8.455902
Rv1041c	9.940942
Rv1042c	10.971029
Rv1043c	9.151406
Rv1044	8.521598
Rv1045	8.912695
Rv1046c	9.921252
Rv1047	9.004109
Rv1048c	8.279573
Rv1049	8.130264
Rv1050	8.288298
Rv1051c	7.6458645
Rv1052	9.240773
Rv1053c	8.137309
Rv1054	10.203187
Rv1055	9.744668
Rv1056	9.932836
Rv1057	10.820057
fadD14	9.754773
Rv1059	9.592422
Rv1060	10.236427
Rv1061	9.277231
Rv1062	9.037979
Rv1063c	10.076093
lpqV	8.730611
Rv1065	11.107071
Rv1066	12.045577
PE_PGRS19	8.142076
PE_PGRS20	7.8845344
Rv1069c	9.940398
echA8	10.99273
echA9	10.451981
Rv1072	13.705855
Rv1073	12.995464
fadA3	11.284964
Rv1075c	8.898343
lipU	9.594134
cbs	10.740341
pra	11.944253
metB	11.070065
greA	12.291473
Rv1081c	8.125255
mca	10.610497
Rv1083	11.217106
Rv1084	9.269062
Rv1085c	9.184522
Rv1086	10.620229
PE_PGRS21	9.477221
Rv1087A	8.073265
PE9	7.8418097
PE10	8.267063
celA2a	8.173065
celA2b	8.220789
PE_PGRS22	8.662603
coaA	10.364987
glyA1	10.413439
desA2	13.245322
phoH2	12.29652
Rv1096	10.139014
Rv1097c	10.327765
fum	10.716102
Rv1099c	10.657467
Rv1100	9.811019
Rv1101c	10.40763
Rv1102c	10.316817
Rv1103c	10.540339
Rv1104	9.494697
Rv1105	7.848921
Rv1106c	8.781833
xseB	9.951113
xseA	9.909748
Rv1109c	11.7534
lytB2	10.765118
Rv1111c	10.23049
Rv1112	8.603159
Rv1113	9.716762
Rv1114	9.669022
Rv1115	8.063724
Rv1116	7.9942865
Rv1116A	8.715445
Rv1117	9.695373
Rv1118c	8.406013
Rv1119c	7.9431486
Rv1120c	6.9439044
zwf1	10.337433
gnd2	10.537589
bpoB	9.941797
ephC	9.621923
Rv1125	9.282276
Rv1126c	10.210314
ppdK	9.313374
Rv1128c	9.042332
Rv1129c	8.879726
Rv1130	10.585268
gltA1	10.336667
Rv1132	9.922017
metE	11.994861
Rv1134	8.327389
Rv1135A	7.5669045
PPE16	9.112563
Rv1136	7.9848037
Rv1137c	8.109456
Rv1138c	8.779934
Rv1139c	9.018678
Rv1140	11.095028
echA11	8.884756
echA10	11.299623
mcr	10.25889
Rv1144	10.379005
mmpL13a	8.640504
mmpL13b	8.634563
Rv1147	8.470824
Rv1148c	7.663395
Rv1149	10.986523
Rv1150	9.635539
Rv1151c	9.457312
Rv1152	10.555144
omt	8.900119
Rv1154c	8.827473
Rv1155	10.491212
Rv1156	12.04356
Rv1157c	10.309988
Rv1158c	10.40105
pimE	9.389731
Rv1159A	10.046064
mutT2	8.819142
narG	11.737939
narH	11.384917
narJ	10.473483
narI	10.7416115
typA	9.386047
lpqW	9.341239
Rv1167c	10.117674
PPE17	9.871237
PE11	9.633153
mshB	9.130738
Rv1171	9.480337
PE12	10.827523
fbiC	10.603523
TB8.4	12.80855
fadH	9.722838
Rv1176c	8.471927
fdxC	13.2587385
Rv1178	11.36526
Rv1179c	8.791674
pks3	10.525204
pks4	10.636064
papA3	11.426651
mmpL10	9.859201
Rv1184c	10.574708
fadD21	11.079181
Rv1186c	9.290559
rocA	10.839038
Rv1188	10.11351
sigI	8.952129
Rv1190	9.247159
Rv1191	9.314698
Rv1192	11.650901
fadD36	10.437755
Rv1194c	10.500645
PE13	11.020478
PPE18	13.314027
Rv1200	10.065133
Rv1201c	10.722043
dapE	9.783996
Rv1203c	8.396507
Rv1204c	8.378195
Rv1205	9.627615
fadD6	10.094492
folP2	10.029438
Rv1208	10.758136
Rv1209	10.035341
tagA	10.785856
Rv1211	12.786961
Rv1212c	8.950231
glgC	10.166515
PE14	9.431556
Rv1215c	9.645823
Rv1216c	11.705557
Rv1217c	11.644685
Rv1218c	11.883133
Rv1219c	11.397288
Rv1220c	9.111125
sigE	13.409813
Rv1222	12.177529
htrA	11.658533
tatB	10.881315
Rv1225c	8.480315
Rv1226c	9.702168
Rv1227c	9.415373
lpqX	9.352677
mrp	10.569212
Rv1230c	9.172389
Rv1231c	9.763385
Rv1232c	10.261697
Rv1233c	11.262021
Rv1234	11.2019005
lpqY	9.748008
sugA	9.436128
sugB	9.58269
sugC	9.718138
corA	10.298226
mdh	10.769765
Rv1241	10.527404
Rv1242	9.682333
PE_PGRS23	8.513428
lpqZ	9.169154
Rv1245c	10.382105
Rv1246c	10.071208
Rv1247c	11.337794
kgd	11.420799
Rv1249c	10.061847
Rv1250	9.004786
Rv1251c	8.810321
lprE	9.044643
deaD	9.712366
Rv1254	9.991721
Rv1255c	8.441091
cyp130	8.252956
Rv1257c	9.813319
Rv1258c	9.182576
